RowId , Time  , TimeInterval  , F00A:2659  , F00A:132  , F00A:5257  , Difference  , Label 
12241,1543528133.332002,0.04894304275512695,0.0,190.8,-1.0,0.303973508217605,-1.0
12242,1543528133.381048,0.04904603958129883,0.0,190.05,-1.0,0.7516019721946959,-1.0
12243,1543528133.430993,0.04994511604309082,0.0,190.25,-1.0,0.2061439374685499,-1.0
12244,1543528133.48199,0.050997018814086914,0.0,190.6,-1.0,0.35369733166559225,-1.0
12245,1543528133.530994,0.04900383949279785,0.0,190.7,-1.0,0.11137930260529365,-1.0
12246,1543528133.581043,0.0500490665435791,0.0,190.05,-1.0,0.6519248434915191,-1.0
12247,1543528133.630993,0.04994988441467285,0.0,190.7,-1.0,0.6519164062900276,-1.0
12248,1543528133.681046,0.05005311965942383,0.0,190.25,-1.0,0.45277513783902285,-1.0
12249,1543528133.730984,0.04993796348571777,0.0,190.05,-1.0,0.20614027616659653,-1.0
12250,1543528133.78199,0.05100607872009277,0.0,189.8,-1.0,0.2551524268678513,-1.0
12251,1543528133.831991,0.050000905990600586,0.0,190.15,-1.0,0.35355494759951106,-1.0
12252,1543528133.881073,0.049082040786743164,0.0,190.4,-1.0,0.2547741961837077,-1.0
12253,1543528133.931048,0.049974918365478516,0.0,190.05,-1.0,0.35355097184989165,-1.0
12254,1543528133.981986,0.05093812942504883,0.0,189.8,-1.0,0.25513843458967195,-1.0
12255,1543528134.031011,0.04902505874633789,0.0,189.95,-1.0,0.1578198853899495,-1.0
12256,1543528134.081073,0.050061941146850586,0.0,190.35,-1.0,0.40312190845513196,-1.0
12257,1543528134.131013,0.049939870834350586,0.0,189.7,-1.0,0.6519156430092165,-1.0
12258,1543528134.231004,0.0999910831451416,0.0,190.05,-1.0,0.36742800731889563,-1.0
12259,1543528134.282005,0.05100107192993164,0.0,190.25,-1.0,0.21213469904017096,-1.0
12260,1543528134.332012,0.050006866455078125,0.0,189.95,-1.0,0.3041408804110179,-1.0
12261,1543528134.382,0.0499880313873291,0.0,190.7,-1.0,0.7516640231092215,-1.0
12262,1543528134.431081,0.04908108711242676,0.0,190.6,-1.0,0.11139917261835595,-1.0
12263,1543528134.481998,0.05091691017150879,0.0,190.25,-1.0,0.3536889904813461,-1.0
12264,1543528134.531018,0.04902005195617676,0.0,189.95,-1.0,0.3039844791512918,-1.0
12265,1543528134.581055,0.05003690719604492,0.0,189.6,-1.0,0.353560074211329,-1.0
12266,1543528134.631002,0.04994702339172363,0.0,189.7,-1.0,0.11177975319703712,-1.0
12267,1543528134.681057,0.05005502700805664,0.0,190.05,-1.0,0.3535611932799955,-1.0
12268,1543528134.731004,0.04994702339172363,0.0,189.8,-1.0,0.2549406142819824,-1.0
12269,1543528134.782003,0.05099892616271973,0.0,190.4,-1.0,0.6021644268546452,-1.0
12270,1543528134.832001,0.04999804496765137,0.0,190.8,-1.0,0.40311388746079996,-1.0
12271,1543528134.881993,0.04999208450317383,0.0,189.9,-1.0,0.9013873798475935,-1.0
12272,1543528134.981987,0.09999394416809082,0.0,189.95,-1.0,0.1224703018704519,-1.0
12273,1543528135.031998,0.05001091957092285,0.0,189.0,-1.0,0.9526276265279046,-1.0
12274,1543528135.082008,0.050009965896606445,0.0,188.7,-1.0,0.30413976505859286,-1.0
12275,1543528135.131206,0.049198150634765625,0.0,188.35,-1.0,0.35344181567819116,-1.0
12276,1543528135.181079,0.04987287521362305,0.0,188.7,-1.0,0.3535360786897526,-1.0
12277,1543528135.231421,0.05034208297729492,0.0,188.8,-1.0,0.11195778434045077,-1.0
12278,1543528135.333046,0.10162496566772461,0.0,189.5,-1.0,0.7091950138741745,-1.0
12279,1543528135.381051,0.048005104064941406,0.0,190.6,-1.0,1.1023518401919485,-1.0
12280,1543528135.431117,0.05006599426269531,0.0,189.95,-1.0,0.6519285628425302,-1.0
12281,1543528135.531121,0.10000395774841309,0.0,190.05,-1.0,0.14998197145807832,-1.0
12282,1543528135.581981,0.050859928131103516,0.0,190.25,-1.0,0.21213643707888438,-1.0
12283,1543528135.631145,0.0491640567779541,0.0,189.95,-1.0,0.3040065467362819,-1.0
12284,1543528135.681043,0.04989790916442871,0.0,190.35,-1.0,0.40310090533055276,-1.0
12285,1543528135.732473,0.05142998695373535,0.0,190.5,-1.0,0.15857928874987295,-1.0
12286,1543528135.781978,0.049504995346069336,0.0,190.05,-1.0,0.4527189527255223,-1.0
12287,1543528135.881039,0.0990610122680664,0.0,189.5,-1.0,0.5610426748160604,-1.0
12288,1543528135.930979,0.04994010925292969,0.0,189.6,-1.0,0.12209372475772817,-1.0
12289,1543528135.982981,0.052001953125,0.0,189.8,-1.0,0.2066602388679891,-1.0
12290,1543528136.032118,0.049137115478515625,0.0,189.95,-1.0,0.15786913381748463,-1.0
12291,1543528136.081038,0.0489199161529541,0.0,190.25,-1.0,0.3039625065233637,-1.0
12292,1543528136.131042,0.050004005432128906,0.0,191.05,-1.0,0.8015619600560145,-1.0
12293,1543528136.181036,0.04999399185180664,0.0,190.05,-1.0,1.001248919760491,-1.0
12294,1543528136.281984,0.10094809532165527,0.0,190.5,-1.0,0.4639901277069112,-1.0
12295,1543528136.331983,0.04999899864196777,0.0,190.35,-1.0,0.16611956633003033,-1.0
12296,1543528136.430981,0.09899783134460449,0.0,190.5,-1.0,0.18628326875261086,-1.0
12297,1543528136.481972,0.050991058349609375,0.0,191.05,-1.0,0.5544409240712835,-1.0
12298,1543528136.530978,0.049005985260009766,0.0,190.95,-1.0,0.11138010193243628,-1.0
12299,1543528136.581036,0.05005812644958496,0.0,190.35,-1.0,0.6020854781712631,-1.0
12300,1543528136.631976,0.05093979835510254,0.0,190.95,-1.0,0.6021591487321276,-1.0
12301,1543528136.681027,0.04905104637145996,0.0,191.05,-1.0,0.11139826091189833,-1.0
12302,1543528136.730975,0.04994797706604004,0.0,190.8,-1.0,0.2549423560290846,-1.0
12303,1543528136.781977,0.05100202560424805,0.0,190.4,-1.0,0.4032397768500298,-1.0
12304,1543528136.831989,0.05001211166381836,0.0,190.7,-1.0,0.3041417288743415,-1.0
12305,1543528136.881973,0.049983978271484375,0.0,191.5,-1.0,0.8015599783393319,-1.0
12306,1543528136.930969,0.0489959716796875,0.0,190.6,-1.0,0.9013332243947698,-1.0
12307,1543528136.981964,0.0509951114654541,0.0,190.5,-1.0,0.11226975529169014,-1.0
12308,1543528137.031056,0.04909181594848633,0.0,191.5,-1.0,1.0012060871403774,-1.0
12309,1543528137.082,0.05094408988952637,0.0,191.15,-1.0,0.3536929900541157,-1.0
12310,1543528137.132006,0.05000591278076172,0.0,190.95,-1.0,0.20615885013583912,-1.0
12311,1543528137.183003,0.050997018814086914,0.0,191.3,-1.0,0.35369715608004193,-1.0
12312,1543528137.231009,0.04800605773925781,0.0,191.5,-1.0,0.20570252168559225,-1.0
12313,1543528137.281999,0.05099010467529297,0.0,191.4,-1.0,0.11228933747650602,-1.0
12314,1543528137.332008,0.05000877380371094,0.0,190.8,-1.0,0.6020812573628441,-1.0
12315,1543528137.38105,0.0490422248840332,0.0,191.05,-1.0,0.2547667051213526,-1.0
12316,1543528137.431998,0.05094790458679199,0.0,190.85,-1.0,0.2063960285396044,-1.0
12317,1543528137.481996,0.04999804496765137,0.0,190.5,-1.0,0.35355439006449824,-1.0
12318,1543528137.53104,0.049043893814086914,0.0,190.7,-1.0,0.20592769101038047,-1.0
12319,1543528137.581054,0.05001401901245117,0.0,190.8,-1.0,0.1118138776748346,-1.0
12320,1543528137.63099,0.04993605613708496,0.0,191.05,-1.0,0.2549384548881083,-1.0
12321,1543528137.681048,0.05005788803100586,0.0,190.7,-1.0,0.35356160283202565,-1.0
12322,1543528137.731039,0.04999113082885742,0.0,190.8,-1.0,0.1117994526734211,-1.0
12323,1543528137.781989,0.050950050354003906,0.0,190.95,-1.0,0.15841978145965363,-1.0
12324,1543528137.831988,0.04999899864196777,0.0,190.7,-1.0,0.25495255316344345,-1.0
12325,1543528137.881043,0.049054861068725586,0.0,190.6,-1.0,0.11138792928422739,-1.0
12326,1543528137.930999,0.04995608329772949,0.0,190.8,-1.0,0.20614660428918677,-1.0
12327,1543528137.98199,0.050991058349609375,0.0,191.5,-1.0,0.7018555116296767,-1.0
12328,1543528138.030992,0.04900193214416504,0.0,191.3,-1.0,0.20592509797719655,-1.0
12329,1543528138.081048,0.05005598068237305,0.0,191.4,-1.0,0.1118334128084888,-1.0
12330,1543528138.231992,0.15094399452209473,0.0,191.5,-1.0,0.20727392701159714,-1.0
12331,1543528138.281984,0.04999208450317383,0.0,191.15,-1.0,0.36768260313677714,-1.0
12332,1543528138.331991,0.050006866455078125,0.0,191.4,-1.0,0.25495232281970315,-1.0
12333,1543528138.381981,0.049989938735961914,0.0,191.05,-1.0,0.3535519682612005,-1.0
12334,1543528138.430984,0.04900312423706055,0.0,191.3,-1.0,0.25475925888541917,-1.0
12335,1543528138.481982,0.05099797248840332,0.0,191.7,-1.0,0.40324282091248154,-1.0
12336,1543528138.530983,0.04900097846984863,0.0,191.75,-1.0,0.07003630398667429,-1.0
12337,1543528138.58104,0.05005693435668945,0.0,190.8,-1.0,0.951318459675835,-1.0
12338,1543528138.631023,0.04998302459716797,0.0,190.6,-1.0,0.2061511780479085,-1.0
12339,1543528138.681055,0.05003213882446289,0.0,191.15,-1.0,0.5522709636831997,-1.0
12340,1543528138.730982,0.0499269962310791,0.0,190.8,-1.0,0.3535430893223896,-1.0
12341,1543528138.781976,0.050993919372558594,0.0,191.5,-1.0,0.7018557673325403,-1.0
12342,1543528138.831972,0.04999589920043945,0.0,191.7,-1.0,0.20615670248895598,-1.0
12343,1543528138.93102,0.09904813766479492,0.0,192.05,-1.0,0.36703767609503535,-1.0
12344,1543528138.981967,0.050946950912475586,0.0,191.25,-1.0,0.803062460817512,-1.0
12345,1543528139.032014,0.05004692077636719,0.0,191.7,-1.0,0.45277533538547754,-1.0
12346,1543528139.081068,0.04905414581298828,0.0,191.5,-1.0,0.2059303154554115,-1.0
12347,1543528139.131003,0.04993486404418945,0.0,190.85,-1.0,0.6519158429672666,-1.0
12348,1543528139.182997,0.05199408531188965,0.0,191.05,-1.0,0.20665823307977893,-1.0
