RowId , Time  , TimeInterval  , FEBF:904  , FEBF:905  , FEBF:906  , FEBF:907  , FEBF:908  , FEBF:909  , FEBF:910  , Difference  , Label 
567,1543527693.41737,0.10021209716796875,12.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16021068812895647,-1.0
568,1543527693.51759,0.1002199649810791,12.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5099451357182566,-1.0
569,1543527693.617808,0.10021805763244629,12.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1181097332113586,-1.0
570,1543527693.718012,0.1002039909362793,12.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21259607239417638,-1.0
571,1543527693.81823,0.10021781921386719,12.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16021426740214065,-1.0
572,1543527693.918442,0.10021209716796875,13.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21259989287754644,-1.0
573,1543527694.018647,0.1002049446105957,13.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693344221884229,-1.0
574,1543527694.11887,0.10022306442260742,13.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1602175488845891,-1.0
575,1543527694.219084,0.10021400451660156,13.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10021400492613462,-1.0
576,1543527694.319296,0.10021185874938965,13.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1602105384755071,-1.0
577,1543527694.419596,0.10030007362365723,13.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32820171015821215,-1.0
578,1543527694.519718,0.10012197494506836,14.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693036234179559,-1.0
579,1543527694.619923,0.1002051830291748,14.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2125966500900136,-1.0
580,1543527694.720523,0.10060000419616699,14.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11843465171993676,-1.0
581,1543527694.820548,0.10002493858337402,14.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11794731467509874,-1.0
582,1543527694.920592,0.10004401206970215,13.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38811571047150434,-1.0
583,1543527695.02084,0.10024785995483398,13.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.632988684716784,-1.0
584,1543527695.121556,0.10071611404418945,13.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16052711574701134,-1.0
585,1543527695.221596,0.10003995895385742,12.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32812299610541723,-1.0
586,1543527695.321562,0.09996604919433594,12.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16005691629597563,-1.0
587,1543527695.421708,0.10014605522155762,12.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26931257820348664,-1.0
588,1543527695.521911,0.10020279884338379,12.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32817198862164676,-1.0
589,1543527695.622543,0.1006321907043457,11.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3283036280386284,-1.0
590,1543527695.722539,0.09999585151672363,11.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21249900058145296,-1.0
591,1543527695.822623,0.10008406639099121,11.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.44880182500433347,-1.0
592,1543527695.92285,0.10022687911987305,11.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11811730480156231,-1.0
593,1543527696.023113,0.10026311874389648,10.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693560734298802,-1.0
594,1543527696.123324,0.10021090507507324,11.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26933664478164226,-1.0
595,1543527696.223549,0.10022497177124023,11.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26934187413845967,-1.0
596,1543527696.323812,0.10026311874389648,11.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16024261117269717,-1.0
597,1543527696.424034,0.10022211074829102,11.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21260461698772776,-1.0
598,1543527696.524236,0.10020184516906738,11.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21259506152773036,-1.0
599,1543527696.624462,0.10022592544555664,11.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21260641267675345,-1.0
600,1543527696.724712,0.1002500057220459,11.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26935119124876716,-1.0
601,1543527696.824962,0.1002500057220459,11.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21261776418556902,-1.0
602,1543527696.925179,0.10021710395812988,12.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3281763535178619,-1.0
603,1543527697.025412,0.10023307800292969,12.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26934489076481755,-1.0
604,1543527697.125636,0.10022401809692383,12.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5099459323159411,-1.0
605,1543527697.225872,0.1002359390258789,13.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.160225602244174,-1.0
606,1543527697.326121,0.10024905204772949,13.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6947705539301589,-1.0
607,1543527697.426339,0.10021781921386719,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693392141212885,-1.0
608,1543527697.526562,0.10022306442260742,14.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693411640833431,-1.0
609,1543527697.626756,0.10019397735595703,14.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.44882634051987574,-1.0
610,1543527697.726952,0.10019612312316895,15.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.509940450536646,-1.0
611,1543527697.827162,0.10020995140075684,15.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693362852475754,-1.0
612,1543527697.927365,0.10020303726196289,15.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693337125655228,-1.0
613,1543527698.0276,0.1002349853515625,16.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3881649820747724,-1.0
614,1543527698.127807,0.10020685195922852,16.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5099425594820132,-1.0
615,1543527698.228019,0.10021209716796875,16.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32817482299273754,-1.0
616,1543527698.328242,0.10022306442260742,17.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21260506288077619,-1.0
617,1543527698.428451,0.10020899772644043,17.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16020874952139688,-1.0
618,1543527698.528659,0.10020804405212402,17.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6947646379124818,-1.0
619,1543527698.628868,0.10020899772644043,18.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2125984318527473,-1.0
620,1543527698.729079,0.10021090507507324,18.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693366397273184,-1.0
621,1543527698.829294,0.10021495819091797,18.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3881598096939393,-1.0
622,1543527698.929513,0.1002190113067627,19.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3881608561456613,-1.0
623,1543527699.030072,0.10055899620056152,19.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3282810949576484,-1.0
624,1543527699.130275,0.10020303726196289,19.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38815689531848885,-1.0
625,1543527699.230903,0.10062789916992188,20.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3882668600318508,-1.0
626,1543527699.330858,0.09995508193969727,20.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21247993102548976,-1.0
627,1543527699.430951,0.10009312629699707,20.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.269292875858518,-1.0
628,1543527699.531153,0.10020184516906738,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4488281091855532,-1.0
629,1543527699.631916,0.10076308250427246,21.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.448954077588242,-1.0
630,1543527699.731914,0.09999799728393555,21.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11792554776719233,-1.0
631,1543527699.831935,0.1000208854675293,21.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3881097500109699,-1.0
632,1543527699.932068,0.10013318061828613,22.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26930775419756336,-1.0
633,1543527700.031951,0.09988284111022949,22.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3880742771920353,-1.0
634,1543527700.132593,0.10064196586608887,22.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38827101561124283,-1.0
635,1543527700.232585,0.09999203681945801,23.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2124972466529143,-1.0
636,1543527700.332654,0.10006904602050781,22.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5099155027079207,-1.0
637,1543527700.432916,0.10026192665100098,22.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3881719865455367,-1.0
638,1543527700.533137,0.10022115707397461,22.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21260416738014498,-1.0
639,1543527700.633375,0.10023784637451172,22.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11812652591324678,-1.0
640,1543527700.733631,0.10025596618652344,22.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.44884018211867005,-1.0
641,1543527700.833865,0.1002340316772461,22.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1002340340772428,-1.0
642,1543527700.934527,0.1006619930267334,22.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11848742545532323,-1.0
643,1543527701.034323,0.09979605674743652,22.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11775505419291935,-1.0
644,1543527701.134553,0.10022997856140137,22.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1602224606307106,-1.0
645,1543527701.234828,0.10027503967285156,22.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1602500721119829,-1.0
646,1543527701.335071,0.10024309158325195,22.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11813097997921065,-1.0
647,1543527701.435282,0.10021090507507324,22.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10021091024402806,-1.0
648,1543527701.535489,0.10020709037780762,21.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693352204531335,-1.0
649,1543527701.63571,0.10022091865539551,21.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11811216164033518,-1.0
650,1543527701.735935,0.10022497177124023,22.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21260596177664834,-1.0
651,1543527701.836142,0.10020709037780762,22.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38815777884995467,-1.0
652,1543527701.936383,0.10024094581604004,22.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38816652143672176,-1.0
653,1543527702.036648,0.1002650260925293,23.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.269356782051604,-1.0
654,1543527702.136851,0.10020303726196289,23.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2125956314676702,-1.0
655,1543527702.237094,0.10024285316467285,23.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693485310817571,-1.0
656,1543527702.337296,0.10020208358764648,23.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693333607584922,-1.0
657,1543527702.437502,0.10020589828491211,23.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2125969709700448,-1.0
658,1543527702.53773,0.10022807121276855,24.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5713597087218091,-1.0
659,1543527702.637939,0.10020899772644043,24.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.448829693301519,-1.0
660,1543527702.738151,0.10021209716796875,24.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1181046757262766,-1.0
661,1543527702.838373,0.10022187232971191,24.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3281778081906619,-1.0
662,1543527702.938587,0.10021400451660156,24.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4488308108443046,-1.0
663,1543527703.03882,0.10023307800292969,24.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21260978408751388,-1.0
664,1543527703.139046,0.10022592544555664,25.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693422287399014,-1.0
665,1543527703.239265,0.1002190113067627,25.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16021501263960986,-1.0
666,1543527703.339497,0.10023212432861328,25.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1181216699821753,-1.0
667,1543527703.439726,0.10022902488708496,25.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10022902493500789,-1.0
668,1543527703.539912,0.10018587112426758,25.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5713523086810586,-1.0
669,1543527703.640559,0.10064697265625,26.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16048372415759404,-1.0
670,1543527703.74055,0.0999910831451416,25.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2692557277006181,-1.0
671,1543527703.840618,0.1000678539276123,26.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32813081428514296,-1.0
672,1543527703.940819,0.10020112991333008,26.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16020388321884219,-1.0
673,1543527704.041625,0.10080599784851074,26.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.32835722173793125,-1.0
674,1543527704.141579,0.09995388984680176,26.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09995752189581911,-1.0
675,1543527704.241577,0.09999799728393555,26.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09999800701145994,-1.0
676,1543527704.341732,0.10015511512756348,26.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11805643469219405,-1.0
677,1543527704.441938,0.10020589828491211,26.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16020681830064293,-1.0
678,1543527704.542557,0.10061907768249512,26.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1604661008153765,-1.0
679,1543527704.642584,0.10002708435058594,26.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16009612131399142,-1.0
680,1543527704.742634,0.10004997253417969,26.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11796714596852405,-1.0
681,1543527704.842874,0.10023999214172363,26.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11812849839062574,-1.0
682,1543527704.943628,0.1007540225982666,26.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11856596179782067,-1.0
683,1543527705.043331,0.09970283508300781,26.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15989609225613266,-1.0
684,1543527705.143572,0.10024118423461914,26.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16022978760694873,-1.0
685,1543527705.243823,0.1002509593963623,26.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11813765257294082,-1.0
686,1543527705.344063,0.10023999214172363,26.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10023999274168714,-1.0
687,1543527705.444263,0.10019993782043457,26.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693325623528793,-1.0
688,1543527705.544507,0.10024404525756836,26.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11813179315945146,-1.0
689,1543527705.644754,0.10024690628051758,26.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11813421277090023,-1.0
690,1543527705.745,0.10024595260620117,26.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38816781295572955,-1.0
691,1543527705.845245,0.10024499893188477,26.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10024499893642112,-1.0
692,1543527705.945477,0.10023212432861328,25.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.328180939289871,-1.0
693,1543527706.045725,0.10024809837341309,25.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5713632220248829,-1.0
694,1543527706.145954,0.10022878646850586,24.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5099468697912548,-1.0
695,1543527706.246194,0.10023999214172363,24.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21261304322675015,-1.0
696,1543527706.346408,0.10021400451660156,24.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11810629693885968,-1.0
697,1543527706.446631,0.10022306442260742,24.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693411641846452,-1.0
698,1543527706.54684,0.10020899772644043,24.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1181020466512316,-1.0
699,1543527706.647063,0.10022306442260742,24.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16021754847746877,-1.0
700,1543527706.747294,0.10023093223571777,24.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3281805750478592,-1.0
701,1543527706.847505,0.10021114349365234,24.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11810386814960674,-1.0
702,1543527706.947715,0.10020995140075684,24.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16020934542392692,-1.0
703,1543527707.047962,0.10024690628051758,24.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16023246732319268,-1.0
704,1543527707.148168,0.10020613670349121,24.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693348686954535,-1.0
705,1543527707.248396,0.10022783279418945,24.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16022053219653326,-1.0
706,1543527707.348632,0.10023617744445801,24.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4488357620982424,-1.0
707,1543527707.448832,0.10019993782043457,24.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10019994437388328,-1.0
708,1543527707.54906,0.10022807121276855,24.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11811823335336323,-1.0
709,1543527707.64926,0.10019993782043457,24.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11809436197679683,-1.0
710,1543527707.749479,0.1002190113067627,24.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.100219013121777,-1.0
711,1543527707.849695,0.10021591186523438,24.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1602130737505119,-1.0
712,1543527707.949903,0.10020804405212402,24.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1602081525848635,-1.0
713,1543527708.050559,0.10065603256225586,24.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.44892993616474175,-1.0
714,1543527708.150569,0.10000991821289062,24.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11793494479882342,-1.0
715,1543527708.250602,0.10003304481506348,24.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16009875261791462,-1.0
716,1543527708.350804,0.10020208358764648,24.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1602045134489423,-1.0
717,1543527708.451029,0.10022497177124023,23.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4488332602319205,-1.0
718,1543527708.551621,0.10059189796447754,23.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16044894692994138,-1.0
719,1543527708.651632,0.10001111030578613,23.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5099044611482632,-1.0
720,1543527708.752818,0.10118603706359863,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21306394474317372,-1.0
721,1543527708.852827,0.10000896453857422,22.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11793824014206318,-1.0
722,1543527708.952807,0.09997987747192383,22.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11790770435115064,-1.0
723,1543527709.052828,0.1000211238861084,22.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3881098129714153,-1.0
724,1543527709.152794,0.09996581077575684,22.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16005675988097035,-1.0
725,1543527709.252847,0.10005307197570801,22.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.212524998120911,-1.0
726,1543527709.353,0.10015296936035156,22.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10015301918156526,-1.0
727,1543527709.453572,0.10057210922241211,22.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10057298261296997,-1.0
728,1543527709.553568,0.09999585151672363,22.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11792265428448431,-1.0
729,1543527709.653688,0.10012006759643555,22.0625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11802666378894763,-1.0
730,1543527709.753916,0.10022807121276855,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1181182793805131,-1.0
731,1543527709.854145,0.10022902488708496,21.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16022127646079154,-1.0
732,1543527709.954342,0.10019683837890625,21.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.328170165397618,-1.0
733,1543527710.054631,0.10028910636901855,21.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1602588948223415,-1.0
734,1543527710.154863,0.10023212432861328,21.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10023214052577906,-1.0
735,1543527710.255077,0.10021376609802246,21.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11810609320680193,-1.0
736,1543527710.355317,0.10024023056030273,21.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11812855083827285,-1.0
737,1543527710.455523,0.10020589828491211,21.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10020590416632787,-1.0
738,1543527710.555757,0.1002340316772461,21.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16022441105450486,-1.0
739,1543527710.655982,0.10022497177124023,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2126059619310517,-1.0
740,1543527710.756193,0.10021090507507324,20.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3881587635154426,-1.0
741,1543527710.856425,0.10023212432861328,20.1875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.44883485737817125,-1.0
742,1543527710.956606,0.10018086433410645,19.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26932546891505765,-1.0
743,1543527711.056827,0.10022115707397461,19.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16021635980370785,-1.0
744,1543527711.157062,0.1002349853515625,19.8125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10023498630542736,-1.0
745,1543527711.25726,0.10019803047180176,19.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21259326582959126,-1.0
746,1543527711.357501,0.10024094581604004,19.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16022873980600685,-1.0
747,1543527711.457715,0.10021400451660156,19.4375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1181062971525526,-1.0
748,1543527711.557925,0.10020995140075684,19.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16020934547076146,-1.0
749,1543527711.658143,0.10021805763244629,19.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10021805796028636,-1.0
750,1543527711.758356,0.10021305084228516,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3281751142060994,-1.0
751,1543527711.858584,0.10022783279418945,18.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11811802862021573,-1.0
752,1543527711.958786,0.10020208358764648,18.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11809618206499027,-1.0
753,1543527712.059036,0.1002500057220459,18.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2693511944354456,-1.0
754,1543527712.159246,0.10020995140075684,18.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10020995940569331,-1.0
755,1543527712.259612,0.10036611557006836,18.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.160307147507128,-1.0
756,1543527712.359683,0.10007095336914062,18.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1601227117835992,-1.0
757,1543527712.459887,0.1002039909362793,18.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26933410014061016,-1.0
758,1543527712.560535,0.1006479263305664,17.9375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21280613748968197,-1.0
759,1543527712.660538,0.10000300407409668,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11792907507718649,-1.0
760,1543527712.760549,0.10001111030578613,17.75,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2692623669403266,-1.0
761,1543527712.86076,0.10021090507507324,17.6875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11810383318891549,-1.0
762,1543527712.961547,0.10078692436218262,17.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21287222909672235,-1.0
763,1543527713.061558,0.10001111030578613,17.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1600869266119074,-1.0
764,1543527713.161548,0.0999898910522461,17.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09998989330375728,-1.0
765,1543527713.261633,0.10008502006530762,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.38812629425356143,-1.0
766,1543527713.361876,0.10024309158325195,16.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16023015445531164,-1.0
767,1543527713.462533,0.10065698623657227,16.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10065783718624967,-1.0
768,1543527713.56254,0.1000070571899414,16.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2692616457937481,-1.0
769,1543527713.662547,0.1000070571899414,16.375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26926086141099714,-1.0
770,1543527713.762791,0.10024380683898926,16.3125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1181318198453275,-1.0
771,1543527713.863585,0.10079407691955566,16.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.21287554753711585,-1.0
772,1543527713.963609,0.10002398490905762,15.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.26926825026131845,-1.0
