RowId , Time  , TimeInterval  , F004:899  , F004:4154  , F004:512  , F004:513  , F004:190  , F004:1483  , F004:1675  , F004:2432  , Difference  , Label 
47,1525893776.975483,0.020030975341796875,3.0,0.0,0.0,0.0,600.0,-1.0,0.0,-1.0,1.375145898200917,-1.0
48,1525893776.995475,0.01999211311340332,2.0,0.0,0.0,0.0,599.875,-1.0,0.0,-1.0,1.0079804988674195,-1.0
49,1525893777.006556,0.01108098030090332,2.0,0.0,0.0,0.0,599.625,-1.0,0.0,-1.0,0.2504040662857355,-1.0
50,1525893777.026493,0.01993703842163086,2.0,0.0,0.0,0.0,599.5,-1.0,0.0,-1.0,0.12688938200835911,-1.0
51,1525893777.046442,0.019948959350585938,2.0,0.0,0.0,0.0,600.25,-1.0,0.0,-1.0,0.7502652605054294,-1.0
52,1525893777.066526,0.020083904266357422,1.0,0.0,0.0,0.0,602.375,-1.0,0.0,-1.0,2.348622656243593,-1.0
53,1525893777.086588,0.020061969757080078,0.0,0.0,0.0,0.0,602.5,-1.0,0.0,-1.0,1.0079818863013643,-1.0
54,1525893777.106558,0.019970178604125977,7.0,0.0,0.0,0.0,603.125,-1.0,0.0,-1.0,7.027874772394504,-1.0
55,1525893777.126466,0.01990795135498047,1.0,0.0,0.0,0.0,599.75,-1.0,0.0,-1.0,6.884113692437058,-1.0
56,1525893777.146488,0.020021915435791016,3.0,0.0,0.0,0.0,598.25,-1.0,0.0,-1.0,2.5000801767314442,-1.0
57,1525893777.166518,0.02003002166748047,3.0,0.0,0.0,0.0,600.0,-1.0,0.0,-1.0,1.7501146253413549,-1.0
58,1525893777.186481,0.01996302604675293,2.0,0.0,0.0,0.0,599.625,-1.0,0.0,-1.0,1.0681870280514347,-1.0
59,1525893777.206534,0.02005290985107422,3.0,0.0,0.0,0.0,599.25,-1.0,0.0,-1.0,1.0681887133239114,-1.0
60,1525893777.226495,0.019961118698120117,2.0,0.0,0.0,0.0,599.75,-1.0,0.0,-1.0,1.118212168904138,-1.0
61,1525893777.246445,0.019949913024902344,2.0,0.0,0.0,0.0,600.375,-1.0,0.0,-1.0,0.6253183182630013,-1.0
62,1525893777.266526,0.020081043243408203,1.0,0.0,0.0,0.0,602.25,-1.0,0.0,-1.0,2.125094883879983,-1.0
63,1525893777.286436,0.019910097122192383,0.0,0.0,0.0,0.0,602.625,-1.0,0.0,-1.0,1.0681860517671964,-1.0
64,1525893777.306561,0.02012491226196289,7.0,0.0,0.0,0.0,603.25,-1.0,0.0,-1.0,7.02787521646757,-1.0
65,1525893777.326469,0.01990795135498047,1.0,0.0,0.0,0.0,599.625,-1.0,0.0,-1.0,7.0100657182082955,-1.0
66,1525893777.34652,0.020051002502441406,3.0,0.0,0.0,0.0,598.5,-1.0,0.0,-1.0,2.2947825742681993,-1.0
67,1525893777.366521,0.020000934600830078,3.0,0.0,0.0,0.0,600.0,-1.0,0.0,-1.0,1.500133340703986,-1.0
68,1525893777.386447,0.019926071166992188,2.0,0.0,0.0,0.0,599.625,-1.0,0.0,-1.0,1.068186338574261,-1.0
69,1525893777.426498,0.04005098342895508,2.0,0.0,0.0,0.0,599.5,-1.0,0.0,-1.0,0.13279342365937455,-1.0
70,1525893777.446421,0.019922971725463867,2.0,0.0,0.0,0.0,600.125,-1.0,0.0,-1.0,0.6256413202926334,-1.0
71,1525893777.46648,0.02005910873413086,1.0,0.0,0.0,0.0,602.375,-1.0,0.0,-1.0,2.4622961613860532,-1.0
72,1525893777.486473,0.019993066787719727,0.0,0.0,0.0,0.0,602.5,-1.0,0.0,-1.0,1.0079805191972298,-1.0
73,1525893777.506569,0.0200958251953125,7.0,0.0,0.0,0.0,603.125,-1.0,0.0,-1.0,7.027875130702705,-1.0
74,1525893777.52648,0.01991105079650879,1.0,0.0,0.0,0.0,599.375,-1.0,0.0,-1.0,7.075513867139644,-1.0
75,1525893777.546443,0.01996302604675293,4.0,0.0,0.0,0.0,597.875,-1.0,0.0,-1.0,3.3541613743393994,-1.0
76,1525893777.566488,0.020045042037963867,3.0,0.0,0.0,0.0,600.0,-1.0,0.0,-1.0,2.348622321795679,-1.0
77,1525893777.586463,0.019974946975708008,2.0,0.0,0.0,0.0,599.25,-1.0,0.0,-1.0,1.250159591180262,-1.0
78,1525893777.606532,0.020069122314453125,3.0,0.0,0.0,0.0,598.5,-1.0,0.0,-1.0,1.2501611010343694,-1.0
79,1525893777.626506,0.0199739933013916,3.0,0.0,0.0,0.0,599.25,-1.0,0.0,-1.0,0.7502659324918953,-1.0
80,1525893777.646483,0.01997685432434082,2.0,0.0,0.0,0.0,599.875,-1.0,0.0,-1.0,1.179416836710788,-1.0
81,1525893777.666574,0.02009105682373047,2.0,0.0,0.0,0.0,600.875,-1.0,0.0,-1.0,1.000201811439324,-1.0
82,1525893777.686471,0.019896984100341797,2.0,0.0,0.0,0.0,601.25,-1.0,0.0,-1.0,0.3755275324666771,-1.0
83,1525893777.706583,0.020112037658691406,7.0,0.0,0.0,0.0,602.25,-1.0,0.0,-1.0,5.099059181879223,-1.0
84,1525893777.726497,0.019913911819458008,2.0,0.0,0.0,0.0,598.5,-1.0,0.0,-1.0,6.25003172817049,-1.0
85,1525893777.746438,0.019941091537475586,4.0,0.0,0.0,0.0,597.0,-1.0,0.0,-1.0,2.500079528309138,-1.0
86,1525893777.766516,0.020077943801879883,4.0,0.0,0.0,0.0,598.25,-1.0,0.0,-1.0,1.2501612466221523,-1.0
87,1525893777.786508,0.01999211311340332,4.0,0.0,0.0,0.0,598.125,-1.0,0.0,-1.0,0.12658867229592938,-1.0
88,1525893777.826541,0.04003286361694336,4.0,0.0,0.0,0.0,597.75,-1.0,0.0,-1.0,0.3776628944576339,-1.0
89,1525893777.846502,0.019961118698120117,4.0,0.0,0.0,0.0,598.25,-1.0,0.0,-1.0,0.50080068011512,-1.0
90,1525893777.866537,0.0200350284576416,3.0,0.0,0.0,0.0,600.25,-1.0,0.0,-1.0,2.2361577332173934,-1.0
91,1525893777.886543,0.02000594139099121,2.0,0.0,0.0,0.0,600.875,-1.0,0.0,-1.0,1.179417330098637,-1.0
92,1525893777.906617,0.020073890686035156,0.0,0.0,0.0,0.0,601.875,-1.0,0.0,-1.0,2.236158081555144,-1.0
93,1525893777.926545,0.019927978515625,2.0,0.0,0.0,0.0,598.5,-1.0,0.0,-1.0,3.9231393227386255,-1.0
94,1525893777.946489,0.019944190979003906,5.0,0.0,0.0,0.0,596.75,-1.0,0.0,-1.0,3.473168261258969,-1.0
