RowId , Time  , TimeInterval  , FDA3:3470  , FDA3:641  , FDA3:3675  , FDA3:5369  , FDA3:5366  , FDA3:5367  , FDA3:5368  , Difference  , Label 
42,1543527605.290953,0.10099387168884277,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10099387170685366,-1.0
43,1543527605.389946,0.09899306297302246,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09901328068647201,-1.0
44,1543527605.489993,0.10004711151123047,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10005266383291093,-1.0
45,1543527605.588963,0.09896993637084961,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09897579811010909,-1.0
46,1543527605.689987,0.10102391242980957,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10104479056476198,-1.0
47,1543527605.789942,0.09995508193969727,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09996079633630471,-1.0
48,1543527605.888939,0.09899687767028809,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09900151485653085,-1.0
49,1543527605.989982,0.1010429859161377,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10106370051508373,-1.0
50,1543527606.089957,0.0999751091003418,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.0999808121617291,-1.0
51,1543527606.189956,0.09999895095825195,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09999895380045268,-1.0
52,1543527606.489994,0.30003809928894043,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.3606085438391432,-1.0
53,1543527606.589945,0.09995102882385254,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.22366279066990033,-1.0
54,1543527607.689933,1.0999879837036133,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,1.486622842356973,-1.0
55,1543527608.090954,0.40102100372314453,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.8058366363786988,-1.0
56,1543527608.490105,0.3991508483886719,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.39915522951650223,-1.0
57,1543527608.990066,0.49996113777160645,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.510023385471049,-1.0
58,1543527609.089974,0.09990787506103516,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.4123399040895567,-1.0
59,1543527609.190979,0.10100507736206055,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10101103655445384,-1.0
60,1543527609.290016,0.09903693199157715,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09905648638278884,-1.0
61,1543527609.490964,0.20094799995422363,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.22531303659329127,-1.0
62,1543527609.589962,0.0989980697631836,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.14210702334084022,-1.0
63,1543527609.689954,0.09999203681945801,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09999697694336966,-1.0
64,1543527609.790956,0.10100197792053223,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10100702710647076,-1.0
65,1543527609.889949,0.09899306297302246,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.0990134448246657,-1.0
66,1543527609.990956,0.10100698471069336,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10102705994490638,-1.0
67,1543527610.089963,0.09900689125061035,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09902709169191656,-1.0
68,1543527610.59095,0.5009870529174805,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.6423208525064911,-1.0
69,1543527610.990946,0.3999960422515869,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.4125482008835476,-1.0
70,1543527611.38996,0.3990139961242676,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.39901520461964,-1.0
71,1543527611.589943,0.1999828815460205,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.28214630510022454,-1.0
72,1543527611.689981,0.10003805160522461,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.1414092670261189,-1.0
73,1543527611.889937,0.19995594024658203,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.22353067465214116,-1.0
74,1543527611.990936,0.10099911689758301,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.14139757600969202,-1.0
75,1543527612.089997,0.0990610122680664,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09907996972712979,-1.0
76,1543527612.189951,0.09995388984680176,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09995787775796958,-1.0
77,1543527612.289949,0.09999799728393555,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09999800701145994,-1.0
78,1543527612.389951,0.10000205039978027,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10000205048191733,-1.0
79,1543527612.489952,0.10000109672546387,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10000109673001129,-1.0
80,1543527612.589944,0.0999917984008789,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09999179883320856,-1.0
81,1543527612.78998,0.20003604888916016,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.22365883150671345,-1.0
82,1543527612.889933,0.09995317459106445,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.14144687638332717,-1.0
83,1543527612.99093,0.1009969711303711,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10100236476798194,-1.0
84,1543527613.089961,0.09903097152709961,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09905048448160805,-1.0
85,1543527613.189959,0.09999799728393555,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10000267296233818,-1.0
86,1543527613.290955,0.10099601745605469,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10100094844231741,-1.0
87,1543527613.389949,0.09899401664733887,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09901425826219022,-1.0
88,1543527613.489954,0.10000491142272949,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10001002058251406,-1.0
89,1543527613.589944,0.0999898910522461,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09998989218041777,-1.0
90,1543527613.689944,0.10000014305114746,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10000014357666412,-1.0
91,1543527613.889937,0.19999289512634277,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.2235972016117103,-1.0
92,1543527613.989978,0.10004115104675293,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.14141634646430043,-1.0
93,1543527614.189996,0.20001792907714844,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.2236124506767236,-1.0
94,1543527614.290199,0.10020303726196289,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.14143430031148568,-1.0
95,1543527614.389945,0.0997459888458252,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09974703596641947,-1.0
96,1543527614.489949,0.10000395774841309,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.1000042904744646,-1.0
97,1543527614.589946,0.09999704360961914,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09999704384865278,-1.0
98,1543527614.689944,0.09999799728393555,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09999799728848312,-1.0
99,1543527614.789938,0.09999394416809082,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09999394425023453,-1.0
100,1543527614.889939,0.10000109672546387,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10000109698125645,-1.0
101,1543527614.989933,0.09999394416809082,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09999394442390169,-1.0
102,1543527615.089966,0.10003304481506348,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10003305245684094,-1.0
103,1543527615.189967,0.10000085830688477,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10000086348669672,-1.0
104,1543527616.090129,0.9001619815826416,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,1.2043875689696855,-1.0
105,1543527616.291026,0.200897216796875,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.7275513060861234,-1.0
106,1543527616.390014,0.09898781776428223,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.14207080515334236,-1.0
107,1543527616.690015,0.3000011444091797,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.36111915503842457,-1.0
108,1543527617.089954,0.39993882179260254,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.4122360980526186,-1.0
109,1543527617.289951,0.1999971866607666,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.28279945567736464,-1.0
110,1543527617.491019,0.20106792449951172,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.20107077545496427,-1.0
111,1543527617.690054,0.1990349292755127,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.19904531177922566,-1.0
112,1543527617.790056,0.10000205039978027,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.14074061667683457,-1.0
113,1543527617.891014,0.10095810890197754,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10096263566747443,-1.0
114,1543527617.991012,0.09999799728393555,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.10000260634162032,-1.0
115,1543527618.089956,0.09894394874572754,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09894956296880779,-1.0
116,1543527618.189948,0.09999203681945801,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,7.0,0.09999752954905507,-1.0
