RowId , Time  , TimeInterval  , F003:558  , F003:559  , F003:1437  , F003:2970  , F003:91  , F003:92  , F003:974  , F003:29  , F003:2979  , F003:5021  , F003:5399  , F003:5400  , F003:3357  , F003:5398  , Difference  , Label 
16,1525893776.573759,0.019987106323242188,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019987150371134212,-1.0
17,1525893776.593784,0.020025014877319336,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020025050758870323,-1.0
18,1525893776.633713,0.03992891311645508,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04461483237417002,-1.0
19,1525893776.673773,0.04006004333496094,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.040060257951405574,-1.0
20,1525893776.733743,0.05996990203857422,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.06318854029105304,-1.0
21,1525893776.753786,0.020043134689331055,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04467520564177915,-1.0
22,1525893776.77377,0.019984006881713867,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019984094353911082,-1.0
23,1525893776.793782,0.02001190185546875,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.02001192129712873,-1.0
24,1525893776.813916,0.02013397216796875,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020134342214776575,-1.0
25,1525893776.933751,0.11983513832092285,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.15588708384165018,-1.0
26,1525893776.953796,0.020044803619384766,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.1017836187801588,-1.0
27,1525893776.973779,0.01998305320739746,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019983148615847768,-1.0
28,1525893776.994059,0.020280122756958008,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.02028229842386119,-1.0
29,1525893777.104924,0.11086487770080566,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.14316640295771746,-1.0
30,1525893777.124759,0.01983499526977539,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.09316580130476637,-1.0
31,1525893777.14481,0.020051002502441406,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020052165979700935,-1.0
32,1525893777.164786,0.019976139068603516,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019976279348815528,-1.0
33,1525893777.204881,0.040094852447509766,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.044859333708941344,-1.0
34,1525893777.324743,0.11986207962036133,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.14397822287333298,-1.0
35,1525893777.344906,0.02016305923461914,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.10171746960859475,-1.0
36,1525893777.36481,0.019903898239135742,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.01990558538540002,-1.0
37,1525893777.384774,0.019963979721069336,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019964070128301467,-1.0
38,1525893777.524748,0.13997411727905273,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.18437783658763357,-1.0
39,1525893777.5448,0.020051956176757812,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12158702920114214,-1.0
40,1525893777.564771,0.01997089385986328,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019971058376088764,-1.0
41,1525893777.584801,0.02003002166748047,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.02003010893872948,-1.0
42,1525893777.624805,0.04000401496887207,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04471332711881076,-1.0
43,1525893777.664814,0.0400090217590332,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04000902207231189,-1.0
44,1525893777.724762,0.059947967529296875,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.06317689743350134,-1.0
45,1525893777.744801,0.020039081573486328,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04465740664820038,-1.0
46,1525893777.764817,0.020015954971313477,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.02001596833164403,-1.0
47,1525893777.884855,0.12003803253173828,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.15624834480273478,-1.0
48,1525893777.944841,0.05998587608337402,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.08487971974263771,-1.0
49,1525893777.964826,0.019985198974609375,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04471534800506841,-1.0
50,1525893778.104944,0.14011788368225098,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.18456674473658152,-1.0
51,1525893778.124765,0.0198209285736084,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12191893461612455,-1.0
52,1525893778.144808,0.020043134689331055,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020044366383912722,-1.0
53,1525893778.164741,0.019932985305786133,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019933289645399258,-1.0
54,1525893778.224748,0.06000685691833496,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.07215773044682441,-1.0
55,1525893778.324775,0.10002708435058594,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.10773595596368155,-1.0
56,1525893778.344831,0.02005600929260254,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0824476582728374,-1.0
57,1525893778.364811,0.01997995376586914,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.01998009852151423,-1.0
58,1525893778.404949,0.04013800621032715,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04491554987856411,-1.0
59,1525893778.4248,0.019850969314575195,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.028383531294358125,-1.0
60,1525893778.444802,0.020002126693725586,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020002697838669693,-1.0
61,1525893778.524787,0.07998490333557129,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0999775887650139,-1.0
62,1525893778.544817,0.02003002166748047,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.06321225833518772,-1.0
63,1525893778.564802,0.019984960556030273,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.01998501135676062,-1.0
64,1525893778.604959,0.04015707969665527,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04493890786820584,-1.0
65,1525893778.624805,0.019845962524414062,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.028397248269946142,-1.0
66,1525893778.644798,0.019993066787719727,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019993607959608098,-1.0
67,1525893778.72479,0.07999205589294434,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.09999303825581456,-1.0
68,1525893778.74483,0.020039796829223633,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.06321286913121443,-1.0
69,1525893778.764814,0.019984006881713867,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019984084756791597,-1.0
70,1525893778.78484,0.020026206970214844,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020026251433090295,-1.0
71,1525893778.924763,0.1399228572845459,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.18426506111378896,-1.0
72,1525893778.944812,0.020049095153808594,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12153882122129975,-1.0
73,1525893778.964776,0.019963979721069336,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.01996416116294792,-1.0
74,1525893778.985093,0.02031707763671875,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.02032014571390897,-1.0
75,1525893779.10496,0.11986684799194336,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.15581469130124287,-1.0
76,1525893779.124771,0.019811153411865234,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.10199815595102851,-1.0
77,1525893779.16479,0.04001879692077637,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04483138368564569,-1.0
78,1525893779.184832,0.02004218101501465,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.028297600655973393,-1.0
79,1525893779.264814,0.07998180389404297,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.09994922383403126,-1.0
80,1525893779.284832,0.02001810073852539,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.06321684944143277,-1.0
81,1525893779.324781,0.03994894027709961,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04464477790263566,-1.0
82,1525893779.344847,0.020066022872924805,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.028248463293389585,-1.0
83,1525893779.364815,0.019968032836914062,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.01996827327094748,-1.0
84,1525893779.384839,0.02002406120300293,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.02002413958799263,-1.0
85,1525893779.424803,0.03996396064758301,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.044662263047247484,-1.0
86,1525893779.444817,0.020014047622680664,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.028258823966048157,-1.0
87,1525893779.524781,0.07996392250061035,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.09994106463092658,-1.0
88,1525893779.564804,0.040023088455200195,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.056543061764780425,-1.0
89,1525893779.5849,0.0200958251953125,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.028300848243637974,-1.0
90,1525893779.705027,0.12012720108032227,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.15632280895902648,-1.0
91,1525893779.724837,0.019809961318969727,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.1022545019096752,-1.0
92,1525893779.764857,0.040019989013671875,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.044833522503535735,-1.0
93,1525893779.784894,0.020036935806274414,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.02829843126384287,-1.0
94,1525893779.884859,0.09996509552001953,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12799035525207583,-1.0
95,1525893779.904987,0.02012801170349121,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.08233527073777827,-1.0
96,1525893779.96483,0.059842824935913086,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.07182221165068987,-1.0
97,1525893779.985144,0.02031397819519043,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.044443080842423745,-1.0
98,1525893780.104952,0.11980819702148438,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.15573407993561744,-1.0
99,1525893780.124768,0.019815921783447266,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.10193687195223851,-1.0
100,1525893780.144811,0.020042896270751953,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020044181408528754,-1.0
101,1525893780.164789,0.019978046417236328,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.01997815167008075,-1.0
102,1525893780.184818,0.020029067993164062,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020029132978638873,-1.0
103,1525893780.305027,0.1202089786529541,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.15648071142664802,-1.0
104,1525893780.324801,0.01977396011352539,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.10236309123696237,-1.0
105,1525893780.344876,0.020075082778930664,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020077341045082124,-1.0
106,1525893780.384873,0.03999686241149902,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04468362458992107,-1.0
107,1525893780.505265,0.1203920841217041,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.14476755711484707,-1.0
108,1525893780.524825,0.01956009864807129,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.10271166805031053,-1.0
109,1525893780.544862,0.020036935806274414,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020042608866617264,-1.0
110,1525893780.564849,0.019986867904663086,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.01998693061561037,-1.0
111,1525893780.584909,0.020060062408447266,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020060195942866146,-1.0
112,1525893780.724835,0.13992595672607422,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.184247404286388,-1.0
113,1525893780.744836,0.02000117301940918,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.1215812513064524,-1.0
114,1525893780.764858,0.020021915435791016,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.02002192618021063,-1.0
115,1525893780.904995,0.1401369571685791,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.1845697429562538,-1.0
116,1525893780.924809,0.019814014434814453,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.1219434529449443,-1.0
117,1525893780.964822,0.04001307487487793,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.04482240738295886,-1.0
118,1525893780.985139,0.02031683921813965,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0282969195295443,-1.0
119,1525893781.104959,0.11982011795043945,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.1557490389830222,-1.0
120,1525893781.124776,0.019816875457763672,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.10194781538589942,-1.0
121,1525893781.144811,0.0200350284576416,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020036216110579975,-1.0
122,1525893781.164795,0.019984006881713867,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019984072013721262,-1.0
123,1525893781.305011,0.14021611213684082,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.18470602923795165,-1.0
124,1525893781.324782,0.01977086067199707,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12205714043898032,-1.0
125,1525893781.344878,0.0200960636138916,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020098694726946694,-1.0
126,1525893781.364856,0.019978046417236328,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019978394998296425,-1.0
127,1525893781.505286,0.14042997360229492,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.1850114705863826,-1.0
128,1525893781.524834,0.01954793930053711,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12245239135202234,-1.0
129,1525893781.544869,0.0200350284576416,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020040948608922624,-1.0
130,1525893781.564849,0.01997995376586914,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019980029672348895,-1.0
131,1525893781.705033,0.1401841640472412,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.18466361855815602,-1.0
132,1525893781.724834,0.019800901412963867,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12200084269889004,-1.0
133,1525893781.744872,0.020038127899169922,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020039532083091404,-1.0
134,1525893781.764859,0.019986867904663086,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.01998693363739141,-1.0
135,1525893781.904995,0.1401360034942627,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.18459120850753427,-1.0
136,1525893781.924835,0.019840002059936523,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12192109597122924,-1.0
137,1525893781.944877,0.020041942596435547,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020042959936573717,-1.0
138,1525893781.964858,0.01998114585876465,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019981238351827423,-1.0
139,1525893781.985167,0.020308971405029297,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020311617097589284,-1.0
140,1525893782.104925,0.11975789070129395,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.15566643804757024,-1.0
141,1525893782.124779,0.019854068756103516,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.10185753622304242,-1.0
142,1525893782.144773,0.019994020462036133,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019994510264477922,-1.0
143,1525893782.164761,0.019988059997558594,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019988060886267554,-1.0
144,1525893782.304928,0.1401669979095459,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.18463413666120343,-1.0
145,1525893782.324744,0.019815921783447266,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.12197152241747944,-1.0
146,1525893782.3448,0.02005600929260254,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020057446267085242,-1.0
147,1525893782.36478,0.01997995376586914,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.01998009852151423,-1.0
148,1525893782.384799,0.020019054412841797,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020019092597940456,-1.0
149,1525893782.50517,0.12037110328674316,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.15671546260550578,-1.0
150,1525893782.524753,0.01958298683166504,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.10267296524310358,-1.0
151,1525893782.544798,0.020044803619384766,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.020050122864589143,-1.0
152,1525893782.564781,0.01998305320739746,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.019983148615847768,-1.0
153,1525893782.704944,0.14016294479370117,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,0.18463168047477074,-1.0
