RowId , Time  , TimeInterval  , FE6E:1592  , FE6E:1593  , FE6E:1594  , FE6E:1595  , Difference  , Label 
34,1543527609.647733,0.020596981048583984,2.625,2.625,0.0,2.75,0.12668673692019908,-1.0
35,1543527609.667202,0.019469022750854492,2.625,2.75,1.25,2.875,1.2625887355496226,-1.0
36,1543527609.687254,0.020051956176757812,2.75,2.875,2.875,2.875,1.6347101947311313,-1.0
37,1543527609.70727,0.020015954971313477,2.875,2.875,3.0,2.875,0.17790626675162527,-1.0
38,1543527609.727367,0.020097017288208008,3.0,3.0,3.125,3.0,0.25080649248969167,-1.0
39,1543527609.747917,0.020550012588500977,3.0,3.125,3.0,3.0,0.17796771679754067,-1.0
40,1543527609.767385,0.019468069076538086,3.25,3.125,3.0,3.125,0.28018775190099215,-1.0
41,1543527609.787438,0.02005290985107422,3.25,3.25,3.0,3.125,0.12659960992130612,-1.0
42,1543527609.80744,0.020002126693725586,3.25,3.375,3.125,3.125,0.17790471508985062,-1.0
43,1543527609.827498,0.02005791664123535,3.25,3.375,3.0,3.125,0.12659906450090772,-1.0
44,1543527609.848121,0.020622968673706055,3.375,3.375,3.125,3.0,0.2174870711576117,-1.0
45,1543527609.86758,0.019459009170532227,3.375,3.375,3.125,3.125,0.12651090008226124,-1.0
46,1543527609.887616,0.020035982131958008,3.25,3.5,3.125,3.125,0.17790945303100214,-1.0
47,1543527609.907637,0.02002096176147461,3.375,3.5,3.125,3.125,0.12659320335415308,-1.0
48,1543527609.927728,0.02009105682373047,3.375,3.375,3.25,3.25,0.21743655506287832,-1.0
49,1543527609.948289,0.02056097984313965,3.375,3.5,3.125,3.25,0.17796902741700357,-1.0
50,1543527609.987813,0.039524078369140625,3.5,3.375,3.25,3.125,0.25381440439154906,-1.0
51,1543527610.007832,0.020019054412841797,3.375,3.5,3.125,3.25,0.25155756498090076,-1.0
52,1543527610.048492,0.04065990447998047,3.5,3.5,3.125,3.25,0.13305740311540443,-1.0
53,1543527610.067966,0.019474029541015625,3.375,3.5,3.125,3.25,0.12826955649527214,-1.0
54,1543527610.08805,0.020083904266357422,3.25,3.5,3.125,3.25,0.1266046411383122,-1.0
55,1543527610.108053,0.020003080368041992,3.375,3.375,3.25,3.25,0.2174284474412511,-1.0
56,1543527610.128153,0.020100116729736328,3.375,3.5,3.25,3.25,0.12660578228739996,-1.0
57,1543527610.148697,0.020543813705444336,3.25,3.5,3.125,3.375,0.2174792982069104,-1.0
58,1543527610.168781,0.020084142684936523,3.375,3.375,3.125,3.25,0.21743639089360361,-1.0
59,1543527610.188231,0.019449949264526367,3.5,3.375,3.25,3.125,0.21737916810883037,-1.0
60,1543527610.208239,0.020008087158203125,3.25,3.5,3.125,3.25,0.33132406352337074,-1.0
61,1543527610.228283,0.02004384994506836,3.375,3.375,3.125,3.25,0.17790940728246313,-1.0
62,1543527610.2489,0.020617008209228516,3.5,3.375,3.25,3.25,0.1779758116652237,-1.0
63,1543527610.268364,0.01946401596069336,3.375,3.375,3.25,3.25,0.1265115698600065,-1.0
64,1543527610.288409,0.020045042037963867,3.25,3.25,3.25,3.375,0.21743307315495083,-1.0
65,1543527610.308429,0.020020008087158203,3.375,3.25,3.25,3.25,0.177906720925626,-1.0
66,1543527610.328527,0.020097970962524414,3.25,3.375,3.25,3.25,0.1779155263461298,-1.0
67,1543527610.349073,0.02054595947265625,3.125,3.375,3.25,3.25,0.12667808470432937,-1.0
68,1543527610.368545,0.019472122192382812,3.25,3.25,3.25,3.375,0.2173828803498095,-1.0
69,1543527610.388599,0.020053863525390625,3.375,3.25,3.25,3.25,0.1779114832304917,-1.0
70,1543527610.408607,0.020008087158203125,3.25,3.25,3.25,3.25,0.12659117523431895,-1.0
71,1543527610.428656,0.020049095153808594,3.125,3.125,3.125,3.25,0.21743267440323263,-1.0
72,1543527610.449783,0.021126985549926758,3.25,3.125,3.0,3.125,0.21753737923890887,-1.0
73,1543527610.468735,0.018951892852783203,3.125,3.25,3.125,3.125,0.2173451293931947,-1.0
74,1543527610.48877,0.0200350284576416,3.125,3.125,3.0,3.125,0.17791170716969984,-1.0
75,1543527610.528884,0.04011392593383789,3.25,3.125,3.125,3.125,0.18237951962236612,-1.0
76,1543527610.549989,0.021105051040649414,3.125,3.125,3.125,3.0,0.17904401834223144,-1.0
77,1543527610.568911,0.018922090530395508,3.0,3.0,3.0,3.125,0.2507245716451218,-1.0
78,1543527610.588974,0.020062923431396484,3.125,3.0,2.875,3.0,0.21743693889567633,-1.0
79,1543527610.60951,0.020535945892333984,3.0,3.125,3.0,3.0,0.2174786169349562,-1.0
80,1543527610.629511,0.02000117301940918,3.0,3.125,3.125,3.0,0.1265912038973402,-1.0
81,1543527610.650661,0.021149873733520508,3.0,3.0,3.0,3.0,0.17804110950079607,-1.0
82,1543527610.669526,0.018865108489990234,3.125,3.0,3.0,3.0,0.12643619920955051,-1.0
83,1543527610.689505,0.019979000091552734,3.0,3.125,3.0,3.0,0.17790559631208427,-1.0
84,1543527610.70917,0.019665002822875977,2.875,3.125,3.0,3.0,0.1265377845953866,-1.0
85,1543527610.729511,0.020340919494628906,3.0,2.875,2.875,3.0,0.30686187425164785,-1.0
86,1543527610.750672,0.02116107940673828,3.0,3.0,2.875,3.0,0.12678116557257121,-1.0
87,1543527610.769298,0.018625974655151367,2.875,3.0,2.875,2.875,0.17777332108040245,-1.0
88,1543527610.789511,0.020212888717651367,2.875,2.875,2.875,2.875,0.1266336415276522,-1.0
89,1543527610.829501,0.03998994827270508,3.0,2.875,2.875,2.875,0.1327227487942356,-1.0
90,1543527610.850662,0.02116107940673828,2.875,2.875,2.75,2.875,0.17903161057318917,-1.0
91,1543527610.869505,0.01884293556213379,2.875,2.75,2.75,2.875,0.12643350035288514,-1.0
92,1543527610.889558,0.02005314826965332,2.875,2.75,2.75,2.75,0.1266040811756167,-1.0
93,1543527610.909581,0.020022869110107422,2.75,2.875,2.75,2.75,0.17790704371729635,-1.0
94,1543527610.929664,0.020082950592041016,2.75,2.75,2.875,2.75,0.177913823280449,-1.0
95,1543527610.950779,0.02111506462097168,2.75,2.625,2.75,2.75,0.1780362637591469,-1.0
96,1543527610.969695,0.01891613006591797,2.875,2.75,2.625,2.75,0.21734225380686595,-1.0
97,1543527610.989749,0.020053863525390625,2.75,2.75,2.75,2.75,0.17791416998013337,-1.0
98,1543527611.009765,0.020015954971313477,2.75,2.75,2.875,2.75,0.12659241640190033,-1.0
