RowId , Time  , TimeInterval  , FEF2:183  , FEF2:184  , FEF2:185  , FEF2:51  , FEF2:3673  , Difference  , Label 
48,1543527518.192008,0.09999513626098633,4.75,0.0,3.0957,-1.0,-1.0,0.11180334497625144,-1.0
49,1543527518.293009,0.10100102424621582,4.8,0.0,3.0957,-1.0,-1.0,0.11270412019719371,-1.0
50,1543527518.393017,0.10000801086425781,4.85,0.0,3.0957,-1.0,-1.0,0.11181497356169359,-1.0
51,1543527518.691996,0.2989790439605713,4.75,0.0,3.0957,-1.0,-1.0,0.372797452699172,-1.0
52,1543527518.893057,0.20106101036071777,4.8,0.0,3.0957,-1.0,-1.0,0.22915817941180866,-1.0
53,1543527519.292988,0.3999309539794922,4.85,0.0,3.0957,-1.0,-1.0,0.4494374510717606,-1.0
54,1543527519.391972,0.0989840030670166,4.9,0.0,3.0957,-1.0,-1.0,0.32072870175069645,-1.0
55,1543527519.591976,0.20000386238098145,4.85,0.0,3.0957,-1.0,-1.0,0.22957908646722133,-1.0
56,1543527519.69197,0.09999418258666992,4.8,0.0,3.0957,-1.0,-1.0,0.1500025753236823,-1.0
57,1543527519.993965,0.30199480056762695,4.85,0.0,3.0957,-1.0,-1.0,0.3667493820506986,-1.0
58,1543527520.091986,0.09802103042602539,4.9,0.0,3.0957,-1.0,-1.0,0.2317615613331054,-1.0
59,1543527520.292995,0.20100903511047363,4.85,0.0,3.0957,-1.0,-1.0,0.23132479613073828,-1.0
60,1543527520.39216,0.09916496276855469,4.9,0.0,3.0957,-1.0,-1.0,0.15068478659796725,-1.0
61,1543527520.492987,0.10082697868347168,4.85,0.0,3.0957,-1.0,-1.0,0.11255595020850191,-1.0
62,1543527520.89197,0.3989830017089844,4.8,0.0,3.0957,-1.0,-1.0,0.5005841085363193,-1.0
63,1543527521.093008,0.20103812217712402,4.85,0.0,3.0957,-1.0,-1.0,0.2865283614258577,-1.0
64,1543527521.191993,0.09898495674133301,4.9,0.0,3.0957,-1.0,-1.0,0.15070789706099866,-1.0
65,1543527521.294003,0.10201001167297363,4.85,0.0,3.0957,-1.0,-1.0,0.11364503261849913,-1.0
66,1543527521.392291,0.09828805923461914,4.8,0.0,3.0957,-1.0,-1.0,0.11033764325043995,-1.0
67,1543527521.592284,0.19999289512634277,4.85,0.0,3.0957,-1.0,-1.0,0.22987177239665324,-1.0
68,1543527521.993312,0.4010279178619385,4.75,0.0,3.0957,-1.0,-1.0,0.4596068659963459,-1.0
69,1543527522.092219,0.0989072322845459,4.8,0.0,3.0957,-1.0,-1.0,0.3218066954740731,-1.0
70,1543527522.493161,0.4009418487548828,4.85,0.0,3.0957,-1.0,-1.0,0.5044593894748782,-1.0
71,1543527522.692003,0.19884204864501953,4.8,0.0,3.0957,-1.0,-1.0,0.28789319115566975,-1.0
72,1543527522.793421,0.10141801834106445,4.75,0.0,3.0957,-1.0,-1.0,0.14925500368461495,-1.0
73,1543527522.892007,0.0985860824584961,4.85,0.0,3.0957,-1.0,-1.0,0.1404536774718138,-1.0
74,1543527523.092014,0.20000696182250977,4.8,0.0,3.0957,-1.0,-1.0,0.22975852443041297,-1.0
75,1543527523.294454,0.2024400234222412,4.85,0.0,3.0957,-1.0,-1.0,0.2085374855318478,-1.0
76,1543527523.493043,0.19858884811401367,4.8,0.0,3.0957,-1.0,-1.0,0.20482275788228582,-1.0
77,1543527523.691996,0.19895315170288086,4.75,0.0,3.0957,-1.0,-1.0,0.20514016985859782,-1.0
78,1543527523.792998,0.10100197792053223,4.8,0.0,3.0957,-1.0,-1.0,0.1493178890461539,-1.0
79,1543527524.192018,0.3990199565887451,4.85,0.0,3.0957,-1.0,-1.0,0.5005313590231599,-1.0
80,1543527524.393002,0.20098400115966797,4.8,0.0,3.0957,-1.0,-1.0,0.28655332551700885,-1.0
81,1543527524.692002,0.2990000247955322,4.85,0.0,3.0957,-1.0,-1.0,0.31860344586509914,-1.0
82,1543527525.091772,0.39977002143859863,4.8,0.0,3.0957,-1.0,-1.0,0.4152958731608842,-1.0
83,1543527525.292769,0.20099687576293945,4.85,0.0,3.0957,-1.0,-1.0,0.287072303624469,-1.0
84,1543527525.591754,0.29898500442504883,4.8,0.0,3.0957,-1.0,-1.0,0.3185807687694732,-1.0
85,1543527525.891755,0.3000011444091797,4.75,0.0,3.0957,-1.0,-1.0,0.30414095282826487,-1.0
86,1543527525.992751,0.10099577903747559,4.85,0.0,3.0957,-1.0,-1.0,0.2445470973659511,-1.0
87,1543527526.191995,0.19924402236938477,4.9,0.0,3.0957,-1.0,-1.0,0.22770792205748575,-1.0
88,1543527526.293003,0.10100817680358887,4.85,0.0,3.0957,-1.0,-1.0,0.14950897342705569,-1.0
89,1543527526.391991,0.09898781776428223,4.8,0.0,3.0957,-1.0,-1.0,0.11091740132360854,-1.0
90,1543527526.494002,0.10201120376586914,4.85,0.0,3.0957,-1.0,-1.0,0.11364605825402062,-1.0
91,1543527526.591986,0.09798383712768555,4.9,0.0,3.0957,-1.0,-1.0,0.11007748189481459,-1.0
92,1543527526.792992,0.20100617408752441,4.85,0.0,3.0957,-1.0,-1.0,0.2313375973203898,-1.0
93,1543527526.89198,0.09898781776428223,4.75,0.0,3.0957,-1.0,-1.0,0.173799692441128,-1.0
94,1543527527.091974,0.19999408721923828,4.8,0.0,3.0957,-1.0,-1.0,0.22956459089298475,-1.0
95,1543527527.193031,0.10105705261230469,4.85,0.0,3.0957,-1.0,-1.0,0.1500035489563486,-1.0
96,1543527527.391973,0.19894194602966309,4.8,0.0,3.0957,-1.0,-1.0,0.22728693374102474,-1.0
97,1543527527.792967,0.40099406242370605,4.85,0.0,3.0957,-1.0,-1.0,0.45179784842159104,-1.0
98,1543527527.891954,0.09898686408996582,4.8,0.0,3.0957,-1.0,-1.0,0.32172464485606395,-1.0
99,1543527527.992959,0.10100507736206055,4.85,0.0,3.0957,-1.0,-1.0,0.11272133266479543,-1.0
100,1543527528.19201,0.1990509033203125,4.8,0.0,3.0957,-1.0,-1.0,0.22745163464013224,-1.0
101,1543527528.293999,0.1019890308380127,4.75,0.0,3.0957,-1.0,-1.0,0.14940806370824605,-1.0
102,1543527528.392016,0.09801697731018066,4.85,0.0,3.0957,-1.0,-1.0,0.14008249373227322,-1.0
103,1543527528.592006,0.19999003410339355,4.8,0.0,3.0957,-1.0,-1.0,0.2299880824139119,-1.0
104,1543527528.892003,0.29999709129333496,4.85,0.0,3.0957,-1.0,-1.0,0.32015569067604244,-1.0
105,1543527528.992988,0.10098505020141602,4.9,0.0,3.0957,-1.0,-1.0,0.22870018116248667,-1.0
106,1543527529.09202,0.09903192520141602,4.85,0.0,3.0957,-1.0,-1.0,0.11095556275538669,-1.0
107,1543527529.192003,0.09998297691345215,4.8,0.0,3.0957,-1.0,-1.0,0.11179221874457476,-1.0
108,1543527529.293001,0.1009979248046875,4.75,0.0,3.0957,-1.0,-1.0,0.11270142383339801,-1.0
109,1543527529.393067,0.10006594657897949,4.85,0.0,3.0957,-1.0,-1.0,0.1414710650562874,-1.0
110,1543527529.591991,0.19892406463623047,4.8,0.0,3.0957,-1.0,-1.0,0.22769214083323244,-1.0
111,1543527529.691997,0.100006103515625,4.85,0.0,3.0957,-1.0,-1.0,0.14928490805381334,-1.0
112,1543527529.892986,0.2009890079498291,4.8,0.0,3.0957,-1.0,-1.0,0.23042163159005719,-1.0
113,1543527529.992986,0.09999990463256836,4.75,0.0,3.0957,-1.0,-1.0,0.1506611426856544,-1.0
114,1543527530.091991,0.09900498390197754,4.8,0.0,3.0957,-1.0,-1.0,0.11091878427340868,-1.0
115,1543527530.191996,0.1000051498413086,4.85,0.0,3.0957,-1.0,-1.0,0.1118124784033015,-1.0
116,1543527530.391986,0.19998979568481445,4.8,0.0,3.0957,-1.0,-1.0,0.2291131767980731,-1.0
117,1543527530.492991,0.10100507736206055,4.85,0.0,3.0957,-1.0,-1.0,0.15000000038116917,-1.0
118,1543527530.691978,0.19898700714111328,4.8,0.0,3.0957,-1.0,-1.0,0.22736817625649522,-1.0
119,1543527530.891984,0.20000600814819336,4.85,0.0,3.0957,-1.0,-1.0,0.2061636283596784,-1.0
120,1543527531.092011,0.2000269889831543,4.8,0.0,3.0957,-1.0,-1.0,0.20618146561187878,-1.0
121,1543527531.392016,0.3000049591064453,4.85,0.0,3.0957,-1.0,-1.0,0.32015397857661176,-1.0
122,1543527531.493999,0.10198307037353516,4.8,0.0,3.0957,-1.0,-1.0,0.2282831904897127,-1.0
123,1543527531.592001,0.09800195693969727,4.75,0.0,3.0957,-1.0,-1.0,0.11009192898747548,-1.0
124,1543527531.793004,0.2010030746459961,4.85,0.0,3.0957,-1.0,-1.0,0.2470049923906208,-1.0
125,1543527531.892992,0.09998798370361328,4.9,0.0,3.0957,-1.0,-1.0,0.15067065236207075,-1.0
126,1543527532.192014,0.29902195930480957,4.95,0.0,3.0957,-1.0,-1.0,0.36266879599726354,-1.0
127,1543527532.293008,0.10099411010742188,4.9,0.0,3.0957,-1.0,-1.0,0.22784828139385505,-1.0
128,1543527532.39302,0.10001182556152344,4.85,0.0,3.0957,-1.0,-1.0,0.11181829070003609,-1.0
129,1543527532.493009,0.09998917579650879,4.8,0.0,3.0957,-1.0,-1.0,0.11179371981232655,-1.0
130,1543527532.692233,0.19922399520874023,4.85,0.0,3.0957,-1.0,-1.0,0.22811784158787388,-1.0
131,1543527532.993156,0.30092287063598633,5.1,0.0,3.0957,-1.0,-1.0,0.4042242389255858,-1.0
132,1543527533.092016,0.09886002540588379,5.3,0.0,3.0957,-1.0,-1.0,0.3010028206607646,-1.0
133,1543527533.193282,0.10126590728759766,5.4,0.0,3.0957,-1.0,-1.0,0.1423396369477216,-1.0
134,1543527533.293419,0.10013699531555176,5.45,0.0,3.0957,-1.0,-1.0,0.11193164107198394,-1.0
135,1543527533.493065,0.1996462345123291,5.5,0.0,3.0957,-1.0,-1.0,0.2286060096333282,-1.0
136,1543527533.692007,0.19894194602966309,5.45,0.0,3.0957,-1.0,-1.0,0.20513018771584102,-1.0
137,1543527533.891995,0.19998788833618164,5.35,0.0,3.0957,-1.0,-1.0,0.22359841116714968,-1.0
138,1543527534.090992,0.19899702072143555,5.3,0.0,3.0957,-1.0,-1.0,0.20518478519285338,-1.0
139,1543527534.19098,0.09998798370361328,5.35,0.0,3.0957,-1.0,-1.0,0.1493331386407937,-1.0
140,1543527534.992971,0.8019909858703613,5.3,0.0,3.0957,-1.0,-1.0,1.0670041033044069,-1.0
141,1543527535.191093,0.1981220245361328,5.35,0.0,3.0957,-1.0,-1.0,0.637502987498236,-1.0
142,1543527535.491965,0.3008720874786377,5.3,0.0,3.0957,-1.0,-1.0,0.3218409365796118,-1.0
143,1543527536.490983,0.9990179538726807,0.0,0.0,3.0957,-1.0,-1.0,5.438331042049853,-1.0
144,1543527537.189982,0.6989989280700684,5.7,0.0,3.0957,-1.0,-1.0,5.75053135956032,-1.0
145,1543527537.291984,0.10200214385986328,5.5,0.0,3.0957,-1.0,-1.0,0.6378162726909172,-1.0
146,1543527537.389989,0.09800481796264648,1.6,0.0,3.0957,-1.0,-1.0,3.9012332566713077,-1.0
147,1543527537.489977,0.09998798370361328,5.25,0.0,3.0957,-1.0,-1.0,3.6513698155392955,-1.0
148,1543527537.589976,0.09999918937683105,5.8,0.0,3.0957,-1.0,-1.0,0.5590168494791461,-1.0
149,1543527537.689978,0.10000181198120117,3.4,0.0,3.0957,-1.0,-1.0,2.402082505328741,-1.0
150,1543527537.789973,0.09999513626098633,4.35,0.0,3.0957,-1.0,-1.0,0.9552481496032421,-1.0
151,1543527537.88997,0.09999704360961914,4.9,0.0,3.0957,-1.0,-1.0,0.5590164655305806,-1.0
152,1543527537.99097,0.10099983215332031,4.7,0.0,3.0957,-1.0,-1.0,0.22405796499982392,-1.0
153,1543527538.191113,0.20014309883117676,5.25,0.0,3.0957,-1.0,-1.0,0.5936216365137835,-1.0
154,1543527538.29111,0.09999704360961914,5.2,0.0,3.0957,-1.0,-1.0,0.15009543999436933,-1.0
155,1543527538.390111,0.09900093078613281,5.15,0.0,3.0957,-1.0,-1.0,0.11091517721789816,-1.0
156,1543527538.49116,0.10104894638061523,5.3,0.0,3.0957,-1.0,-1.0,0.18087311556034946,-1.0
157,1543527538.590106,0.09894609451293945,5.55,0.0,3.0957,-1.0,-1.0,0.26887683352297376,-1.0
158,1543527538.690103,0.09999704360961914,5.8,0.0,3.0957,-1.0,-1.0,0.2692591933893212,-1.0
159,1543527538.890095,0.19999194145202637,5.7,0.0,3.0957,-1.0,-1.0,0.24494031158685195,-1.0
160,1543527538.991095,0.10100007057189941,5.65,0.0,3.0957,-1.0,-1.0,0.15000134918018695,-1.0
161,1543527539.089999,0.09890389442443848,5.6,0.0,3.0957,-1.0,-1.0,0.11084391858267069,-1.0
162,1543527539.189994,0.09999513626098633,5.5,0.0,3.0957,-1.0,-1.0,0.14142212728070166,-1.0
163,1543527539.389988,0.19999384880065918,5.45,0.0,3.0957,-1.0,-1.0,0.22912285365648935,-1.0
164,1543527539.490985,0.1009969711303711,5.55,0.0,3.0957,-1.0,-1.0,0.17320730344294066,-1.0
165,1543527539.689985,0.19900012016296387,5.6,0.0,3.0957,-1.0,-1.0,0.22738879709690762,-1.0
166,1543527539.790971,0.10098600387573242,5.7,0.0,3.0957,-1.0,-1.0,0.1726410726633627,-1.0
167,1543527539.990976,0.20000505447387695,5.75,0.0,3.0957,-1.0,-1.0,0.22870678651158644,-1.0
168,1543527540.089973,0.09899687767028809,5.7,0.0,3.0957,-1.0,-1.0,0.15001011155802477,-1.0
169,1543527540.189975,0.10000205039978027,5.8,0.0,3.0957,-1.0,-1.0,0.14142637821982235,-1.0
170,1543527540.290965,0.10099005699157715,5.7,0.0,3.0957,-1.0,-1.0,0.14212659064435257,-1.0
171,1543527540.389969,0.09900403022766113,5.8,0.0,3.0957,-1.0,-1.0,0.14073287570296628,-1.0
172,1543527540.589964,0.19999480247497559,5.85,0.0,3.0957,-1.0,-1.0,0.22955839583015347,-1.0
173,1543527540.68996,0.09999608993530273,5.8,0.0,3.0957,-1.0,-1.0,0.14999653499978344,-1.0
174,1543527540.790955,0.10099506378173828,6.05,0.0,3.0957,-1.0,-1.0,0.269631231234483,-1.0
175,1543527540.891002,0.10004687309265137,5.95,0.0,3.0957,-1.0,-1.0,0.14145768229827566,-1.0
176,1543527540.990957,0.09995508193969727,6.1,0.0,3.0957,-1.0,-1.0,0.18025267496264014,-1.0
177,1543527541.090146,0.09918904304504395,6.0,0.0,3.0957,-1.0,-1.0,0.14085117349805656,-1.0
178,1543527541.189973,0.09982705116271973,5.95,0.0,3.0957,-1.0,-1.0,0.11165055843211204,-1.0
179,1543527541.291012,0.10103893280029297,5.9,0.0,3.0957,-1.0,-1.0,0.11274011973794239,-1.0
180,1543527541.389969,0.09895706176757812,6.45,0.0,3.0957,-1.0,-1.0,0.5588352478688768,-1.0
181,1543527541.689967,0.29999780654907227,6.4,0.0,3.0957,-1.0,-1.0,0.3645765557417981,-1.0
182,1543527541.790961,0.10099411010742188,6.45,0.0,3.0957,-1.0,-1.0,0.2286969205604452,-1.0
183,1543527541.889958,0.09899687767028809,6.55,0.0,3.0957,-1.0,-1.0,0.14072800263584306,-1.0
184,1543527541.99302,0.10306215286254883,6.45,0.0,3.0957,-1.0,-1.0,0.1436604810483806,-1.0
185,1543527542.089988,0.09696793556213379,6.6,0.0,3.0957,-1.0,-1.0,0.1787174306319522,-1.0
186,1543527542.189985,0.09999704360961914,6.45,0.0,3.0957,-1.0,-1.0,0.18030137056114479,-1.0
187,1543527542.290991,0.10100603103637695,6.5,0.0,3.0957,-1.0,-1.0,0.112708634812728,-1.0
188,1543527542.490979,0.19998788833618164,6.55,0.0,3.0957,-1.0,-1.0,0.2286756732922939,-1.0
189,1543527542.589984,0.09900498390197754,6.5,0.0,3.0957,-1.0,-1.0,0.14999844607661245,-1.0
190,1543527542.890968,0.30098414421081543,6.45,0.0,3.0957,-1.0,-1.0,0.3659057751189234,-1.0
191,1543527543.091,0.20003199577331543,6.5,0.0,3.0957,-1.0,-1.0,0.22957381298223606,-1.0
192,1543527543.190271,0.09927082061767578,6.65,0.0,3.0957,-1.0,-1.0,0.20617349549554706,-1.0
193,1543527543.291995,0.10172414779663086,6.5,0.0,3.0957,-1.0,-1.0,0.1812562304010483,-1.0
194,1543527543.389983,0.09798789024353027,6.65,0.0,3.0957,-1.0,-1.0,0.17920822038869014,-1.0
195,1543527543.491145,0.10116195678710938,6.55,0.0,3.0957,-1.0,-1.0,0.14228076538808807,-1.0
196,1543527543.791436,0.3002910614013672,6.65,0.0,3.0957,-1.0,-1.0,0.37393464918623925,-1.0
197,1543527543.88997,0.09853410720825195,6.6,0.0,3.0957,-1.0,-1.0,0.23003225610468234,-1.0
198,1543527543.991232,0.10126185417175293,6.55,0.0,3.0957,-1.0,-1.0,0.1129663831137309,-1.0
199,1543527544.290985,0.29975318908691406,6.65,0.0,3.0957,-1.0,-1.0,0.3731632141626209,-1.0
200,1543527544.39001,0.09902501106262207,6.5,0.0,3.0957,-1.0,-1.0,0.2694397043290101,-1.0
201,1543527544.49098,0.10096979141235352,6.7,0.0,3.0957,-1.0,-1.0,0.22405062139718102,-1.0
202,1543527544.589976,0.09899616241455078,6.55,0.0,3.0957,-1.0,-1.0,0.17973351213457436,-1.0
203,1543527544.68997,0.09999394416809082,6.65,0.0,3.0957,-1.0,-1.0,0.14142059411103838,-1.0
204,1543527544.791465,0.10149502754211426,6.6,0.0,3.0957,-1.0,-1.0,0.11315252479317628,-1.0
205,1543527545.089976,0.2985110282897949,6.55,0.0,3.0957,-1.0,-1.0,0.3611428229402335,-1.0
206,1543527545.189973,0.09999704360961914,6.6,0.0,3.0957,-1.0,-1.0,0.22783154049486898,-1.0
207,1543527545.291976,0.10200285911560059,6.55,0.0,3.0957,-1.0,-1.0,0.11361604888219393,-1.0
208,1543527545.389967,0.0979909896850586,6.6,0.0,3.0957,-1.0,-1.0,0.11008328281707881,-1.0
209,1543527545.589964,0.1999969482421875,6.7,0.0,3.0957,-1.0,-1.0,0.24577224189754837,-1.0
210,1543527545.690963,0.10099911689758301,6.55,0.0,3.0957,-1.0,-1.0,0.2061586578949002,-1.0
211,1543527545.790954,0.0999910831451416,6.75,0.0,3.0957,-1.0,-1.0,0.22360508232279683,-1.0
212,1543527545.889951,0.09899687767028809,6.65,0.0,3.0957,-1.0,-1.0,0.14071734162139413,-1.0
213,1543527545.990956,0.10100507736206055,6.7,0.0,3.0957,-1.0,-1.0,0.1127211538217998,-1.0
214,1543527546.090989,0.10003304481506348,6.6,0.0,3.0957,-1.0,-1.0,0.14144806432837823,-1.0
215,1543527546.189984,0.09899497032165527,6.7,0.0,3.0957,-1.0,-1.0,0.14071631656506425,-1.0
216,1543527546.290984,0.10099983215332031,6.65,0.0,3.0957,-1.0,-1.0,0.11271639439745633,-1.0
217,1543527546.391022,0.10003805160522461,6.6,0.0,3.0957,-1.0,-1.0,0.11184157004795824,-1.0
218,1543527546.689965,0.29894304275512695,6.75,0.0,3.0957,-1.0,-1.0,0.38914025532709473,-1.0
219,1543527546.790973,0.10100793838500977,6.65,0.0,3.0957,-1.0,-1.0,0.2436819836565663,-1.0
220,1543527546.890966,0.09999299049377441,6.75,0.0,3.0957,-1.0,-1.0,0.14142004195696561,-1.0
221,1543527546.991974,0.10100817680358887,6.65,0.0,3.0957,-1.0,-1.0,0.14213965802839343,-1.0
222,1543527547.089979,0.09800481796264648,6.7,0.0,3.0957,-1.0,-1.0,0.11006345673391747,-1.0
223,1543527547.490963,0.4009840488433838,6.65,0.0,3.0957,-1.0,-1.0,0.5050590280075353,-1.0
224,1543527547.589956,0.09899306297302246,6.75,0.0,3.0957,-1.0,-1.0,0.3331638966991074,-1.0
225,1543527547.690957,0.10100102424621582,6.7,0.0,3.0957,-1.0,-1.0,0.11271751774794946,-1.0
226,1543527547.889953,0.19899582862854004,6.65,0.0,3.0957,-1.0,-1.0,0.22738144492787718,-1.0
227,1543527547.990949,0.10099601745605469,6.75,0.0,3.0957,-1.0,-1.0,0.17263880946017443,-1.0
228,1543527548.091598,0.10064911842346191,6.65,0.0,3.0957,-1.0,-1.0,0.141881518804807,-1.0
229,1543527548.19059,0.09899187088012695,6.75,0.0,3.0957,-1.0,-1.0,0.14072006598125067,-1.0
230,1543527548.29159,0.10100007057189941,6.7,0.0,3.0957,-1.0,-1.0,0.11271666745220371,-1.0
231,1543527548.390585,0.09899497032165527,6.75,0.0,3.0957,-1.0,-1.0,0.1109235077699895,-1.0
232,1543527548.491587,0.10100197792053223,6.7,0.0,3.0957,-1.0,-1.0,0.1127183553080935,-1.0
233,1543527548.590579,0.09899210929870605,6.75,0.0,3.0957,-1.0,-1.0,0.11092104072394898,-1.0
234,1543527548.690583,0.10000395774841309,6.7,0.0,3.0957,-1.0,-1.0,0.11181151730761704,-1.0
235,1543527548.791628,0.10104489326477051,6.6,0.0,3.0957,-1.0,-1.0,0.14216593826102716,-1.0
236,1543527548.891578,0.09995007514953613,6.65,0.0,3.0957,-1.0,-1.0,0.11176410939610013,-1.0
237,1543527549.089989,0.1984109878540039,6.8,0.0,3.0957,-1.0,-1.0,0.2675097595075708,-1.0
238,1543527549.19,0.10001111030578613,6.7,0.0,3.0957,-1.0,-1.0,0.17229265244374264,-1.0
239,1543527549.29099,0.10099005699157715,6.85,0.0,3.0957,-1.0,-1.0,0.1808312748054812,-1.0
240,1543527549.389984,0.09899377822875977,6.7,0.0,3.0957,-1.0,-1.0,0.17973244909282127,-1.0
241,1543527549.49098,0.10099601745605469,6.75,0.0,3.0957,-1.0,-1.0,0.11271292962170314,-1.0
242,1543527549.589977,0.09899711608886719,6.7,0.0,3.0957,-1.0,-1.0,0.11092531091048775,-1.0
243,1543527549.690974,0.1009969711303711,6.75,0.0,3.0957,-1.0,-1.0,0.11271374183166852,-1.0
244,1543527549.790975,0.10000109672546387,6.7,0.0,3.0957,-1.0,-1.0,0.11180881500188575,-1.0
245,1543527549.889966,0.09899091720581055,6.65,0.0,3.0957,-1.0,-1.0,0.1109063665977276,-1.0
246,1543527549.99097,0.10100388526916504,6.7,0.0,3.0957,-1.0,-1.0,0.11272017068781755,-1.0
247,1543527550.09097,0.10000014305114746,6.65,0.0,3.0957,-1.0,-1.0,0.1118080323979014,-1.0
