RowId , Time  , TimeInterval  , FEF1:69  , FEF1:70  , FEF1:1633  , FEF1:3807  , FEF1:84  , FEF1:595  , FEF1:596  , FEF1:597  , FEF1:598  , FEF1:599  , FEF1:600  , FEF1:601  , FEF1:602  , FEF1:86  , FEF1:976  , FEF1:527  , FEF1:968  , FEF1:967  , FEF1:966  , FEF1:1237  , Difference  , Label 
10,1543527608.040948,2.3006319999694824,3.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0301606391026072,-1.0
11,1543527610.040004,1.999056100845337,3.0,3.0,0.0,3.0,2.8203,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.6112692238684585,-1.0
12,1543527610.140004,0.09999990463256836,3.0,3.0,0.0,3.0,2.9688,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.907476518151831,-1.0
13,1543527610.240945,0.10094118118286133,3.0,3.0,0.0,3.0,3.0703,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.14315117205295735,-1.0
14,1543527610.340015,0.09906983375549316,3.0,3.0,0.0,3.0,3.1406,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.12149248495909108,-1.0
15,1543527610.440945,0.10092997550964355,3.0,3.0,0.0,3.0,3.1875,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.11131006281429714,-1.0
16,1543527610.540002,0.09905719757080078,3.0,3.0,0.0,3.0,3.1484,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.10651124676666249,-1.0
17,1543527610.64001,0.10000801086425781,3.0,3.0,0.0,3.0,3.1016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.11042076925535585,-1.0
18,1543527610.740931,0.1009209156036377,3.0,3.0,0.0,3.0,3.0625,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.10823435037611552,-1.0
19,1543527610.840939,0.10000801086425781,3.0,3.0,0.0,3.0,2.9922,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.12224780420150169,-1.0
