RowId , Time  , TimeInterval  , F00E:3216  , F00E:3217  , F00E:3218  , F00E:3219  , F00E:3220  , F00E:3221  , F00E:3222  , F00E:3223  , F00E:3224  , F00E:5714  , F00E:3225  , Difference  , Label 
3734,1543528023.80798,0.0488591194152832,229.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4029793783449964,-1.0
3735,1543528023.859108,0.05112791061401367,228.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.0013087489167654,-1.0
3736,1543528023.907978,0.048870086669921875,228.3,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4029806237774591,-1.0
3737,1543528023.959238,0.05125999450683594,226.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.7007743232705412,-1.0
3738,1543528024.008077,0.04883885383605957,225.2,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.4008537024137044,-1.0
3739,1543528024.058076,0.04999899864196777,224.8,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.40311443263811825,-1.0
3740,1543528024.10808,0.050004005432128906,223.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.8006944217674372,-1.0
3741,1543528024.159125,0.05104517936706543,222.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4032452037901793,-1.0
3742,1543528024.208195,0.049069881439208984,221.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.9013388680548354,-1.0
3743,1543528024.259117,0.05092191696166992,221.3,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.40323252803141946,-1.0
3744,1543528024.309072,0.049955129623413086,219.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.4008913054386,-1.0
3745,1543528024.359119,0.05004692077636719,219.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4031187203601642,-1.0
3746,1543528024.409127,0.05000805854797363,218.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.8015614807549254,-1.0
3747,1543528024.459124,0.04999709129333496,218.2,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.5024934917569328,-1.0
3748,1543528024.559118,0.09999394416809082,217.3,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.9069170161418465,-1.0
3749,1543528024.60807,0.04895186424255371,216.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.9027743787547122,-1.0
3750,1543528024.70806,0.0999901294708252,216.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4154550884380986,-1.0
3751,1543528024.858057,0.14999699592590332,215.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.9137832267444297,-1.0
3752,1543528024.959111,0.10105395317077637,214.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.5124522640066796,-1.0
3753,1543528025.007996,0.04888510704040527,213.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.2021278393735413,-1.0
3754,1543528025.108991,0.10099482536315918,213.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4158309482155174,-1.0
3755,1543528025.159045,0.050054073333740234,212.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.002546941781093,-1.0
3756,1543528025.257985,0.09894013404846191,211.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4149445710667096,-1.0
3757,1543528025.359032,0.10104680061340332,210.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.905657161379642,-1.0
3758,1543528025.407983,0.048951148986816406,210.3,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.40633750984312295,-1.0
3759,1543528025.607971,0.19998788833618164,209.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4720246308345124,-1.0
3760,1543528025.707973,0.10000205039978027,209.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.42426121419711355,-1.0
3761,1543528025.808973,0.10100007057189941,209.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.5101000002938567,-1.0
3762,1543528025.859018,0.050045013427734375,208.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.5050751639286446,-1.0
3763,1543528026.057996,0.19897794723510742,208.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.47092806484469907,-1.0
3764,1543528026.159044,0.10104799270629883,207.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4240294480622676,-1.0
3765,1543528026.359039,0.1999950408935547,207.2,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.547529482975105,-1.0
3766,1543528026.659987,0.300947904586792,206.8,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.5106477474375345,-1.0
3767,1543528026.759037,0.09905004501342773,206.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4588830538573772,-1.0
3768,1543528026.859044,0.1000070571899414,206.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.10001163612349419,-1.0
3769,1543528026.909023,0.04997897148132324,205.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.504975946902424,-1.0
3770,1543528026.959969,0.05094599723815918,205.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.050955174157340556,-1.0
3771,1543528027.009044,0.04907488822937012,206.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.11140846333940167,-1.0
3772,1543528027.059059,0.05001497268676758,206.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.05002380684879098,-1.0
3773,1543528027.108001,0.04894208908081055,206.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.04895384727297668,-1.0
3774,1543528027.159045,0.05104398727416992,206.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.05108724510933104,-1.0
3775,1543528027.208983,0.04993796348571777,205.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.5024888292148607,-1.0
3776,1543528027.259046,0.050063133239746094,205.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.05006328971659667,-1.0
3777,1543528027.359038,0.09999203681945801,205.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.11176449722508493,-1.0
3778,1543528027.408986,0.04994797706604004,206.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.5049744630469875,-1.0
3779,1543528027.459033,0.05004692077636719,206.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.5024984617578981,-1.0
3780,1543528027.508984,0.04995107650756836,207.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.4008908305897376,-1.0
3781,1543528027.559028,0.05004382133483887,211.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,3.1004039079860806,-1.0
3782,1543528027.608981,0.04995298385620117,217.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,6.400194943034755,-1.0
3783,1543528027.659976,0.0509951114654541,222.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,5.000260151974428,-1.0
3784,1543528027.708976,0.04900002479553223,244.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,22.00005465863212,-1.0
3785,1543528027.759023,0.05004692077636719,265.2,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,20.800060235255803,-1.0
3786,1543528027.809106,0.050083160400390625,292.8,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,27.600045440619663,-1.0
3787,1543528027.859041,0.04993486404418945,314.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,21.20005880917877,-1.0
3788,1543528027.909299,0.05025792121887207,356.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,42.90002944011821,-1.0
3789,1543528027.959015,0.04971599578857422,377.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,20.20006118738065,-1.0
3790,1543528028.009992,0.05097699165344238,400.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,23.00005652696942,-1.0
3791,1543528028.059049,0.0490570068359375,426.3,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,26.200045997598185,-1.0
3792,1543528028.109106,0.050057172775268555,454.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,28.300044288320095,-1.0
3793,1543528028.159058,0.049952030181884766,481.3,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,26.700046726857494,-1.0
3794,1543528028.209119,0.05006098747253418,512.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,31.600039653682973,-1.0
3795,1543528028.259035,0.04991602897644043,522.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.800127123204224,-1.0
3796,1543528028.309159,0.05012392997741699,544.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,21.800057624960015,-1.0
3797,1543528028.359049,0.04989004135131836,569.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,25.1000495830373,-1.0
3798,1543528028.409363,0.05031394958496094,584.0,20.5996,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,25.959685125848893,-1.0
3799,1543528028.459311,0.04994797706604004,603.7,19.5993,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,19.725442834683093,-1.0
3800,1543528028.509022,0.049710988998413086,612.5,18.4994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,8.868610446320762,-1.0
3801,1543528028.559042,0.05001997947692871,622.4,17.3994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.96104924663168,-1.0
3802,1543528028.608975,0.04993295669555664,631.0,16.6993,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,8.628593936310697,-1.0
3803,1543528028.659979,0.05100417137145996,639.3,16.3997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,8.30556215635025,-1.0
3804,1543528028.708969,0.04899001121520996,648.2,16.0995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,8.90519646712197,-1.0
3805,1543528028.759029,0.05005979537963867,651.8,15.5994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,3.6349150110492205,-1.0
3806,1543528028.808973,0.049944162368774414,655.2,15.4997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,3.4018281148121416,-1.0
3807,1543528028.859021,0.050047874450683594,656.3,15.4997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.1011379570667008,-1.0
3808,1543528028.908966,0.04994511604309082,657.5,15.2997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.2175773179457468,-1.0
3809,1543528028.95902,0.05005383491516113,658.5,15.3994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.0062035023838407,-1.0
3810,1543528029.009,0.04998016357421875,657.7,15.4997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.8078106908046585,-1.0
3811,1543528029.059057,0.05005693435668945,655.7,15.6996,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,2.0105883995912595,-1.0
3812,1543528029.107997,0.04893994331359863,654.7,15.7993,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.0061493207871925,-1.0
3813,1543528029.159055,0.051058053970336914,653.6,15.8996,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.10574477220923,-1.0
3814,1543528029.208994,0.04993891716003418,653.6,15.9998,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.11196065342037408,-1.0
3815,1543528029.259057,0.050063133239746094,655.6,16.1997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,2.0105885563037047,-1.0
3816,1543528029.308993,0.04993605613708496,663.2,16.2995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,7.60081927596305,-1.0
3817,1543528029.359052,0.050058841705322266,678.3,16.3997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,15.100415422851997,-1.0
3818,1543528029.409032,0.04998016357421875,698.6,16.6993,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,20.302272241868494,-1.0
3819,1543528029.459047,0.05001497268676758,733.5,16.9995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,34.9013269309163,-1.0
3820,1543528029.508985,0.04993796348571777,752.5,17.0998,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,19.000330362815472,-1.0
3821,1543528029.559037,0.05005192756652832,792.5,17.1995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,40.000155565928004,-1.0
3822,1543528029.608999,0.04996204376220703,809.4,17.0998,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,16.900367933979876,-1.0
3823,1543528029.659995,0.05099606513977051,832.0,16.7996,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,22.60205127212707,-1.0
3824,1543528029.707988,0.04799294471740723,858.9,16.3997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,26.903015302219817,-1.0
3825,1543528029.759041,0.05105304718017578,880.0,15.9998,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,21.103851207489463,-1.0
3826,1543528029.808978,0.04993700981140137,903.1,15.8996,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,23.10027131854709,-1.0
3827,1543528029.859045,0.05006694793701172,918.3,16.0995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,15.201396867596003,-1.0
3828,1543528029.908973,0.04992794990539551,927.5,16.4994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.208822553915514,-1.0
3829,1543528029.95904,0.05006694793701172,935.8,16.9995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,8.31520334860161,-1.0
3830,1543528030.008994,0.04995417594909668,939.7,17.5994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,3.94618492248057,-1.0
3831,1543528030.059043,0.050048828125,938.6,18.0995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.2093820339974337,-1.0
3832,1543528030.109036,0.049993038177490234,937.6,18.4994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.0781555161379717,-1.0
3833,1543528030.159054,0.0500180721282959,936.7,18.7995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.9500325353197581,-1.0
3834,1543528030.208989,0.04993486404418945,935.5,18.9995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.2175768959580364,-1.0
3835,1543528030.259052,0.050063133239746094,937.2,19.0997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.7036861136262516,-1.0
3836,1543528030.308984,0.049932003021240234,945.5,19.2997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,8.302559438035967,-1.0
3837,1543528030.359047,0.05006289482116699,950.0,19.3994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,4.501382720961476,-1.0
3838,1543528030.408987,0.04994010925292969,955.6,19.3994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,5.6002226767860535,-1.0
3839,1543528030.459045,0.05005788803100586,958.1,19.3994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,2.5005011109827495,-1.0
3840,1543528030.50902,0.04997515678405762,958.5,19.1994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4499972479249533,-1.0
3841,1543528030.559039,0.050019025802612305,960.0,19.0997,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.5041416139668278,-1.0
3842,1543528030.609037,0.049997806549072266,961.2,19.1994,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.2051721333942653,-1.0
3843,1543528030.65998,0.05094313621520996,961.3,19.4996,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.32049358304902315,-1.0
3844,1543528030.708983,0.049002885818481445,960.8,19.6996,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.5407449004753913,-1.0
3845,1543528030.759033,0.05005002021789551,958.8,19.8995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,2.0105884986775044,-1.0
3846,1543528030.809023,0.049989938735961914,949.7,20.0995,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.102334810233193,-1.0
3847,1543528030.859029,0.05000615119934082,938.0,20.3996,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,11.703954913849493,-1.0
3848,1543528030.908974,0.04994487762451172,923.1,20.5996,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,14.901425921520218,-1.0
3849,1543528030.959026,0.05005216598510742,904.2,20.8998,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,18.902450245162125,-1.0
3850,1543528031.009055,0.05002880096435547,886.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,28.095617859756572,-1.0
3851,1543528031.05904,0.04998517036437988,869.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,17.200072631217623,-1.0
3852,1543528031.109192,0.050151824951171875,847.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,21.700057954607328,-1.0
3853,1543528031.159988,0.0507960319519043,827.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,20.100064195217527,-1.0
3854,1543528031.208989,0.04900097846984863,814.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,13.600088393760851,-1.0
3855,1543528031.259035,0.05004620552062988,790.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,23.400053540861517,-1.0
3856,1543528031.308979,0.04994392395019531,778.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,12.100103074189144,-1.0
3857,1543528031.359033,0.050054073333740234,769.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.500131863421169,-1.0
3858,1543528031.408984,0.04995083808898926,756.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,12.400100608337125,-1.0
3859,1543528031.459057,0.05007314682006836,741.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,15.60008036309405,-1.0
3860,1543528031.508983,0.049925804138183594,731.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.600129822436212,-1.0
3861,1543528031.55904,0.050057172775268555,724.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,7.300171623859491,-1.0
3862,1543528031.60898,0.049939870834350586,722.8,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.3009588788500865,-1.0
3863,1543528031.659979,0.05099916458129883,722.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4032394287408097,-1.0
3864,1543528031.708978,0.04899883270263672,722.8,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4029948969079231,-1.0
3865,1543528031.759041,0.050063133239746094,724.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.6007833863597807,-1.0
3866,1543528031.809007,0.049965858459472656,727.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,3.0004160705598775,-1.0
3867,1543528031.859027,0.05001997947692871,736.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.20013597732538,-1.0
3868,1543528031.909026,0.04999899864196777,741.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,4.900255085228235,-1.0
3869,1543528031.959976,0.050950050354003906,745.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,4.000324588346605,-1.0
3870,1543528032.009005,0.04902911186218262,748.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,3.1003882892010197,-1.0
3871,1543528032.059057,0.05005192756652832,752.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,3.5003580162042125,-1.0
3872,1543528032.108999,0.0499420166015625,755.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,2.9004300055513355,-1.0
3873,1543528032.159062,0.05006289482116699,756.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.5008352034948471,-1.0
3874,1543528032.20905,0.0499880313873291,757.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,1.0012486249111727,-1.0
3875,1543528032.259996,0.05094599723815918,757.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.4032324544641015,-1.0
3876,1543528032.309005,0.049009084701538086,757.8,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,0.11138061776387129,-1.0
3877,1543528032.359065,0.05006003379821777,755.2,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,2.600482092127806,-1.0
3878,1543528032.409034,0.04996895790100098,748.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,6.800183593481095,-1.0
3879,1543528032.459086,0.05005192756652832,737.8,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,10.600118169262906,-1.0
3880,1543528032.509044,0.049957990646362305,725.2,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,12.600099039676287,-1.0
3881,1543528032.559182,0.050137996673583984,704.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,20.80006042902557,-1.0
3882,1543528032.608995,0.049813032150268555,695.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.300133409998649,-1.0
3883,1543528032.65921,0.05021500587463379,679.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,15.200082950707843,-1.0
3884,1543528032.707996,0.04878592491149902,667.2,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,12.700093783462393,-1.0
3885,1543528032.759419,0.051423072814941406,655.8,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,11.400116283923111,-1.0
3886,1543528032.808982,0.049562931060791016,640.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,15.200080919003709,-1.0
3887,1543528032.859042,0.05006003379821777,624.2,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,16.4000764100078,-1.0
3888,1543528032.908989,0.04994702339172363,611.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,12.700098216861088,-1.0
3889,1543528032.959037,0.050048112869262695,598.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,12.600099397378633,-1.0
3890,1543528033.008848,0.04981088638305664,584.8,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,14.100087984855957,-1.0
3891,1543528033.058911,0.050063133239746094,565.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,19.70006361362662,-1.0
3892,1543528033.108845,0.04993391036987305,558.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,6.500191798101297,-1.0
3893,1543528033.158889,0.05004405975341797,548.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.70012909295801,-1.0
3894,1543528033.208848,0.04995894432067871,539.2,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.700128653959233,-1.0
3895,1543528033.25889,0.050041913986206055,528.9,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,10.300121562391425,-1.0
3896,1543528033.308838,0.04994797706604004,516.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,12.8000974531148,-1.0
3897,1543528033.358897,0.05005908012390137,499.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,17.00007370348278,-1.0
3898,1543528033.409087,0.050189971923828125,491.3,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,7.800161475919236,-1.0
3899,1543528033.458883,0.049796104431152344,480.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,10.60011697138992,-1.0
3900,1543528033.508825,0.0499420166015625,472.3,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,8.40014846453991,-1.0
3901,1543528033.558903,0.05007791519165039,465.6,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,6.700187147838351,-1.0
3902,1543528033.608829,0.049926042556762695,458.1,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,7.5001661736784655,-1.0
3903,1543528033.659833,0.05100393295288086,446.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,11.700111220113484,-1.0
3904,1543528033.708833,0.04900002479553223,441.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,4.700255846023465,-1.0
3905,1543528033.75888,0.05004692077636719,432.3,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,9.400133285771535,-1.0
3906,1543528033.80883,0.04995012283325195,426.4,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,5.900211438935159,-1.0
3907,1543528033.858882,0.05005192756652832,421.7,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,4.700266503701383,-1.0
3908,1543528033.908833,0.04995107650756836,416.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,5.2002399098709935,-1.0
3909,1543528033.958879,0.05004596710205078,411.0,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,5.5002276869078255,-1.0
3910,1543528034.008992,0.05011296272277832,407.5,-1.0,3.0,3.0,3.0,3.0,31.0,3.0,31.0,7.0,31.0,3.500358740689484,-1.0
