RowId , Time  , TimeInterval  , FCFD:5262  , FCFD:5263  , FCFD:5313  , FCFD:5314  , Difference  , Label 
44,1543527511.172382,0.1993100643157959,-1.0,-1.0,73.0273,-1.0,0.2231831680365798,-1.0
45,1543527511.274003,0.10162091255187988,-1.0,-1.0,73.0078,-1.0,0.14230330368698396,-1.0
46,1543527511.374004,0.10000085830688477,-1.0,-1.0,72.9883,-1.0,0.10189723371059038,-1.0
47,1543527511.472185,0.09818100929260254,-1.0,-1.0,72.9766,-1.0,0.09889242860881042,-1.0
48,1543527511.572181,0.09999608993530273,-1.0,-1.0,72.957,-1.0,0.10191502597796409,-1.0
49,1543527511.673319,0.10113811492919922,-1.0,-1.0,72.9883,-1.0,0.10587687430463132,-1.0
50,1543527511.773515,0.10019588470458984,-1.0,-1.0,73.0,-1.0,0.10088108400256085,-1.0
51,1543527511.97199,0.19847512245178223,-1.0,-1.0,72.9883,-1.0,0.2217838425233435,-1.0
52,1543527512.073154,0.10116386413574219,-1.0,-1.0,72.9766,-1.0,0.14085630409011077,-1.0
53,1543527512.172018,0.09886407852172852,-1.0,-1.0,72.957,-1.0,0.10081445846614147,-1.0
54,1543527512.273427,0.1014089584350586,-1.0,-1.0,72.9766,-1.0,0.1033170521485062,-1.0
55,1543527512.473006,0.19957900047302246,-1.0,-1.0,73.0977,-1.0,0.2532475954151311,-1.0
56,1543527512.572034,0.09902787208557129,-1.0,-1.0,72.9883,-1.0,0.17856485900027388,-1.0
57,1543527512.672021,0.09998703002929688,-1.0,-1.0,73.1094,-1.0,0.1570462866738343,-1.0
58,1543527512.773027,0.10100603103637695,-1.0,-1.0,73.0,-1.0,0.14890136557054337,-1.0
59,1543527512.872024,0.09899711608886719,-1.0,-1.0,72.9883,-1.0,0.09970634249223609,-1.0
60,1543527512.972016,0.09999203681945801,-1.0,-1.0,73.1094,-1.0,0.15704969689421125,-1.0
61,1543527513.072018,0.10000181198120117,-1.0,-1.0,72.9883,-1.0,0.15705276977843122,-1.0
62,1543527513.173006,0.10098814964294434,-1.0,-1.0,73.0977,-1.0,0.14888901648640987,-1.0
63,1543527513.273007,0.10000085830688477,-1.0,-1.0,72.9883,-1.0,0.148221140213863,-1.0
64,1543527513.372004,0.09899711608886719,-1.0,-1.0,73.1172,-1.0,0.1625319860592163,-1.0
65,1543527513.671995,0.2999908924102783,-1.0,-1.0,73.1094,-1.0,0.36118398863883305,-1.0
66,1543527513.772998,0.10100317001342773,-1.0,-1.0,72.9766,-1.0,0.25967979131508195,-1.0
